ALLOC_KEY,v_all
12262630,0.01381214
12262631,0.021737481
12262632,0.038418971
12262633,0.551975012
12272620,0.404212505
12272621,0.156567276
12272622,0.101063013
12272623,0.127069905
12272624,0.01726803
12272625,0.047002312
12272626,0.250809848
12272627,0.055163231
12272628,0.094525233
12272632,0.017980799
12272633,0.153877184
12282619,0.048448049
12282620,0.284439296
12282621,0.056220789
12282622,0.08467117
12282623,0.05869538
12282624,0.044668619
12282625,0.00457732
12282626,0.162400618
12282627,0.017478811
12282628,0.01218452
12282629,0.565858364
12282630,0.433014125
12282631,0.021370759
12282632,0.042905658
12292619,0.082609408
12292620,0.088743091
12292621,0.0248079
12292622,0.00513772
12292623,0.06240797
12292624,0.01879403
12292625,0.00454791
12292626,0.054927949
12292627,0.037503671
12292628,0.583536923
12292629,0.177697912
12292630,0.00153148
12292631,0.01008133
12292632,0.079529747
12302618,0.021203451
12302620,0.05274881
12302621,0.135709047
12302622,0.166879013
12302624,0.00457732
12302625,0.00457732
12302627,0.048966382
12302628,0.576161325
12302629,0.430981696
12302630,0.026385689
12302631,0.020907659
12312618,0.00873574
12312619,0.0062355
12312620,0.052834399
12312621,0.224923968
12312622,0.290992171
12312623,0.088733092
12312624,0.01641795
12312628,0.561862886
12312629,0.359098196
12322617,0.13376914
12322618,0.039074589
12322619,0.0117134
12322620,0.069331773
12322621,0.119773731
12322622,0.132326305
12322623,0.02489063
12322624,0.00457732
12322625,0.016193669
12322626,0.01286034
12322627,0.01083302
12322628,0.037868891
12322629,0.39931187
12322630,0.00893002
12332617,0.060927149
12332618,0.00413028
12332619,0.190380633
12332620,0.143465519
12332621,0.151924476
12332623,0.01296436
12332624,0.01730478
12332625,0.022564581
12332627,0.032369729
12332628,0.102818377
12332629,0.393301845
12332630,0.023987919
12342617,0.080736049
12342618,0.278269112
12342619,0.152863294
12342620,0.160623297
12342621,0.138658538
12342624,0.0322886
12342625,0.020584449
12342626,0.01822859
12342627,0.065064631
12342628,0.42524457
12342629,0.377533764
12342630,0.250848293
12352617,0.00749294
12352618,0.053248432
12352619,0.207775116
12352620,0.137375116
12352621,0.057252891
12352625,0.03087962
12352626,0.390381634
12352627,0.379167169
12352628,0.452101588
12352629,0.172511756
12352630,0.365942448
12352631,0.02156218
12362617,0.12528269
12362618,0.167157814
12362619,0.0085281
12362620,0.035202838
12362621,0.01157542
12362624,0.023989649
12362625,0.101210043
12362626,0.368039757
12362627,0.431011498
12362628,0.493024468
12362629,0.393588364
12362630,0.436079383
12362631,0.355992317
12362632,0.623756886
12372616,0.0086552
12372617,0.120092012
12372618,0.07505621
12372619,0.035704318
12372620,0.00869584
12372624,0.054621521
12372626,0.480427712
12372627,0.435175985
12372628,0.474769056
12372629,0.840842307
12372630,0.756100297
12372631,1.055768609
12372632,0.521607637
12382625,0.463449329
12382626,0.322128147
12382627,0.449772269
12382628,1.499891996
12382629,1.247392058
12382630,0.835012853
12382631,0.735152006
12382632,0.01115669
12392626,0.446683109
12392627,0.618409216
12392628,0.895104289
12392629,1.051841974
12392630,0.835647106
12392631,0.709983885
12402627,0.926553547
12402628,0.807924747
12402629,0.847720563
12402630,0.724703014
12412626,0.871266246
12412627,1.047716856
12412628,0.798725247
12422625,1.400494337
12132634,1.073776364
12142633,0.759419858
12142634,0.723777294
12152627,0.412854224
12152628,0.290870398
12152629,0.422783107
12152630,0.544817567
12152631,0.597270548
12152632,0.558034539
12152633,0.473482937
12152634,0.523323298
12152635,0.190373927
12162625,0.281659931
12162626,0.261746556
12162628,0.089972951
12162629,0.148221046
12162630,0.016188061
12162631,0.085385211
12162632,0.272193789
12162633,0.310636431
12162634,0.53276372
12172623,0.290664196
12172624,0.02046698
12172625,0.048018731
12172626,0.11656595
12172627,0.18073304
12172628,0.166542381
12172631,0.193811506
12172632,0.01769709
12172633,0.079658881
12172634,0.345757931
12182623,0.053936269
12182624,0.017569341
12182625,0.117817007
12182626,0.018272391
12182627,0.361949384
12182628,0.00626867
12182629,0.00502938
12182630,0.00507963
12182631,0.01330115
12182632,0.277451724
12182633,0.07682775
12182634,1.148180127
12182635,0.00281889
12182636,1.01098609
12182638,0.10564851
12192622,0.122461364
12192623,0.021140169
12192624,0.0444245
12192625,0.126968428
12192626,0.08749076
12192627,0.216430694
12192629,0.00868455
12192631,0.01460356
12192632,0.222018167
12192633,0.034302361
12192634,0.478530288
12192635,1.247773767
12192636,0.991607189
12192637,1.176900148
12192638,0.885338962
12202622,0.129760936
12202623,0.096707448
12202624,0.203745693
12202625,0.252563477
12202626,0.120693818
12202627,0.0079324
12202630,0.00609794
12202631,0.01251069
12202633,0.113217562
12202634,0.023251509
12202635,1.251049757
12202636,1.705574632
12202637,1.009354949
12202638,0.428909421
12212622,0.118296377
12212623,0.095703162
12212624,0.247881964
12212625,0.00616902
12212626,0.119266421
12212627,0.00723628
12212628,0.061790001
12212629,0.075874314
12212630,0.0055223
12212631,0.03120406
12212632,0.00450962
12212633,0.076971412
12212634,0.043663781
12212635,0.903455734
12212636,1.743946433
12222622,0.113691933
12222623,0.083042577
12222624,0.504817188
12222625,0.213278934
12222627,0.101158597
12222628,0.02781905
12222629,0.00824993
12222630,0.00502938
12222631,0.03561886
12222632,0.01040646
12222633,0.287362307
12222634,0.545446277
12222635,0.406133324
12232625,0.067577057
12232628,0.106876299
12232630,0.062666513
12232631,0.233471423
12232632,0.082678422
12232633,0.191807941
12232634,0.56483978
12232635,0.381320983
12242629,0.00692128
12242630,0.01247005
12242632,0.050446559
12242633,0.066518098
12242634,0.039903231
12242635,0.01227739
12252630,0.125280946
12252631,0.05721534
12252632,0.281493902
12252633,0.156621367
12252634,0.033973008
12252635,0.085666291
12252636,0.331617296
12202639,0.740294874
12212637,1.766597629
12212638,0.89985621
12212639,0.809194028
12212640,0.203069493
12212641,0.039281338
12222636,1.161130309
12222637,1.433075547
12222638,0.907553434
12222639,0.39993915
12222640,0.015876319
12222641,1.978438616
12222642,2.428796768
12232636,0.113352388
12232638,0.105041653
12232640,1.541866302
12232641,1.621718168
12242636,0.047908921
12242639,0.054351948
12252637,0.122793376
12252638,0.00385422
12412629,0.699416101
12412630,0.737459779
12412631,0.834601641
12422626,1.659597039
12422627,1.94991982
12422628,1.239269733
12422629,0.623224497
12422630,0.842190444
12422631,0.923733294
12432624,1.501220465
12432625,1.8162992
12432626,2.13030386
12432627,2.130363941
12432628,1.945599437
12432629,0.949150026
12432630,0.781525195
12432631,0.849391758
12432632,0.210362107
12442624,1.744715691
12442625,1.791074753
12442626,2.10588479
12442627,2.094450712
12442628,1.954989314
12442629,0.09867543
12442630,0.699860275
12442631,0.776316404
12452623,1.040495634
12452624,1.465552807
12452625,1.351649761
12452626,1.425885081
12452627,1.341843367
12452628,1.194393754
12452631,0.00671787
12452632,0.765379548
12462623,1.226278663
12462624,1.379534125
12462625,1.224261761
12462626,0.719637811
12462627,0.563657224
12462628,0.686115921
12462629,0.389634818
12462630,0.02121702
12462631,0.04370236
12472623,0.594854772
12472624,1.243210077
12472625,0.137698814
12472626,0.806205034
12472627,0.417349637
12472628,0.082941778
12472629,0.053783391
12472630,0.569756925
12472631,0.501669049
12482622,0.358932465
12482623,0.48166281
12482624,0.409302711
12482625,0.315595001
12482626,0.770788193
12482627,0.769513726
12482628,0.4812271
12482629,0.399995238
12492623,0.568434477
12492624,0.363584608
12492625,0.378232002
12492626,0.561235905
12492627,0.726733387
12502623,0.394495338
12502624,0.419534475
12502625,0.437541485
12112639,1.11384809
12112640,0.423187256
12122636,1.18834877
12122637,1.156443954
12122638,0.513929963
12122639,0.137211457
12122640,0.00755915
12132635,0.744197547
12132636,0.443251491
12132637,0.853734791
12132638,0.574128509
12132639,0.078609742
12132640,0.283985317
12132641,0.223306984
12142635,0.476564556
12142636,0.42994988
12142637,0.601092637
12142638,0.093755357
12142639,0.03806955
12142640,0.041891608
12152636,0.515563846
12152637,0.844200373
12152638,0.03628356
12152639,0.284716189
12152640,0.029467881
12162635,0.323428452
12162636,0.560008645
12162637,0.779430747
12162638,0.02041398
12162639,0.028117379
12162640,0.00709837
12172635,1.055440068
12172636,0.636868
12172637,0.819090664
12172638,0.058962122
12172639,0.094047591
12182637,0.996037841
12072645,0.979334831
12072646,0.386006445
12082644,0.396966279
12082645,0.258339554
12082646,1.058195949
12082647,2.319160938
12092642,0.892062187
12092643,0.217293695
12092644,0.08349596
12092645,0.659017086
12092646,1.686671376
12092647,0.802887499
12102641,0.712975621
12102642,0.126993313
12102643,0.217256218
12102644,0.072118483
12102645,0.571465194
12102646,2.084488153
12112641,0.023299711
12112642,0.178202972
12112643,0.180298701
12112644,0.022953089
12112645,0.326716989
12112646,1.692428946
12112647,1.276686311
12122641,0.021014979
12122642,0.03217889
12122643,0.067593113
12122644,0.035170361
12122645,0.208773956
12122646,2.050110817
12132642,0.110215597
12132643,0.046185609
12132644,0.122356378
12132645,0.172638699
12132646,0.877560794
12132647,0.375802696
12142644,0.388446927
12142645,0.178313673
12142646,0.337130517
12152645,0.382451028
12152646,0.290269166
12342643,0.070180379
12342644,0.026701091
12342645,0.776564896
12342646,0.07061816
12342647,0.281463355
12352641,0.723980606
12352643,0.01611663
12352644,0.627823472
12352645,0.645994604
12352646,0.354228556
12362643,0.412535459
12362644,0.791997969
12362645,0.84157443
12372643,0.02194375
12372644,0.644658506
12372645,2.258856535
12372646,1.548786283
12292643,0.517587304
12292644,0.583080888
12292645,0.174539089
12292646,0.535375595
12302643,0.115294561
12302644,0.550195813
12302645,0.03134492
12302646,0.665174007
12312643,0.323072463
12312644,0.718121946
12312645,0.806327522
12312646,1.214346409
12312647,0.139870286
12322642,0.679658353
12322643,0.501494646
12322644,0.546471238
12322645,0.754985392
12322646,0.269962817
12322647,0.200280368
12332642,0.01659959
12332643,0.39069742
12332645,0.769170403
12332646,0.218768835
12332647,0.198802724
12342641,0.608901381
13782556,0.446349263
13782560,2.152433872
13782561,1.340208054
13792556,0.068404891
13792557,0.23858656
13792558,2.239849806
13792559,1.943015695
13792560,2.011346102
13792561,2.128938675
13802556,0.660648465
13802557,1.381744146
13802558,2.006820679
13802559,1.747251034
13802560,3.307111502
13802561,1.404776692
13812556,0.905754864
13812557,2.014008045
13812558,0.872647226
13812559,1.089173198
13812560,0.896438122
13822557,1.479577184
13822558,0.915921748
13822559,0.675333083
13822560,0.547158837
13832558,0.56952554
13832559,1.527382374
13832560,1.046200871
13842559,0.886135876
13842560,0.497021645
13852559,0.00643292
13652567,0.102879956
13662567,0.12263532
13672561,0.070887767
13672567,0.11875619
13682561,0.01576075
13682562,0.00932878
13682564,0.00984294
13682565,0.0304491
13682566,0.130109116
13682567,0.13600792
13692561,0.096046828
13692562,0.00932878
13692563,0.01004826
13692565,0.136668205
13692566,0.063932031
13692567,0.165006936
13702561,0.069893569
13702562,0.017449919
13702563,0.054533191
13702564,0.01306569
13702565,0.140118018
13702566,0.064532049
13712561,0.01002897
13712563,0.124400698
13712564,0.05044359
13712565,0.095030412
13712566,0.176046014
13722560,0.01120919
13722561,0.05857604
13722562,0.02871624
13722563,0.136045396
13722564,0.19653064
13722565,0.097216763
13722566,0.121036023
13732561,0.022378011
13732562,0.071360081
13732563,0.106647089
13732564,0.359316826
13732565,0.832273483
13732566,0.35112372
13742562,0.096275888
13742563,0.313911706
13742564,0.176637024
13742565,0.263087124
13742566,0.867245197
13752561,0.281650454
13752562,0.084976017
13752563,0.295575708
13752564,0.690511048
13752565,0.574668229
13752566,1.035477042
13762560,0.973282456
13762561,0.679715753
13762562,0.309131116
13762563,0.65990448
13762564,1.585213304
13762565,1.116110802
13762566,1.956781507
13772562,0.370212406
13772563,0.899955928
13772564,0.462852329
13772565,2.88047576
13772566,3.41116643
13782563,0.327266127
13782564,1.024743438
13782565,3.337548256
13782566,3.430875778
13442542,0.037049919
13442545,0.035042349
13452541,0.337193549
13452543,0.02159097
13462541,0.256600022
13462542,0.117015697
13462543,0.00759944
13462548,0.067072369
13472542,0.228511676
13472543,0.345484346
13482543,0.027573951
13492539,0.0134816
13492540,0.01347321
13492541,0.00713953
13502537,0.00150596
13502539,0.00280274
13502540,0.00510315
13502541,0.00685829
13502543,0.00510921
13502544,0.02807196
13502546,0.04184255
13502547,0.051746711
13502548,0.046975691
13512537,0.00527999
13512540,0.01177138
13512541,0.00860322
13512546,0.026971189
13512547,0.045573089
13512548,0.04429391
13522537,0.161312029
13522539,0.01167241
13522542,0.00770399
13522548,0.00274669
13532538,0.00986956
13532543,0.036505181
13532545,0.064343348
13532546,0.07401409
13532547,0.01033317
13542538,0.021726349
13542544,0.03245382
13542545,0.061606731
13542546,0.056023289
13542549,0.00498509
13552538,0.058074281
13552553,0.01384248
13552554,0.01341743
13562553,0.00375327
13572539,0.0158043
13572546,0.00433841
13582539,0.00817919
13582547,0.00469995
13622549,0.072233208
13632550,0.249816805
13452555,0.00620803
13452559,0.017789369
13452560,0.00841734
13462557,0.0074174
13472554,0.0182258
13472555,0.03916264
13472556,0.00600377
13472558,0.00782914
13482553,0.0049045
13482555,0.036224019
13482556,0.04986256
13482557,0.01970832
13482558,0.00642247
13482559,0.018415369
13492553,0.02306053
13492554,0.08800137
13492557,0.035439581
13492558,0.168947831
13492559,0.418752402
13492560,0.031655379
13502554,0.01048697
13502556,0.01319304
13502559,0.116462179
13522554,0.00622143
13532554,0.00151154
13542562,0.096014298
13552556,0.00870212
13572561,0.123317741
13582565,0.140190795
13592566,0.149758846
13602561,0.031214019
13612558,0.159579039
13612559,0.204697341
13612560,0.159584627
13612562,0.029355669
13612565,0.144158527
13612566,0.114012003
13622558,0.066008613
13622560,0.110493951
13622561,0.057636779
13622562,0.107481837
13622563,0.00666778
13622564,0.039600842
13622567,0.10166797
13632557,0.00593669
13632558,0.01582519
13632559,0.016233839
13632560,0.00630316
13632561,0.02445833
13632563,0.118821859
13632564,0.098810032
13632565,0.10334821
13632566,0.092620827
13632567,0.116405882
13642560,0.00716908
13642561,0.053304981
13642562,0.00665634
13642565,0.05909906
13642566,0.0326134
13642567,0.1215408
13652560,0.04785613
13652561,0.017210741
13652562,0.017260989
13652564,0.017260989
13652565,0.025626929
13652566,0.00665634
13662561,0.041621521
13662565,0.073243611
13662566,0.017187489
13672563,0.00758379
13672565,0.050712138
13702552,0.265692294
13712552,0.055497739
13712553,0.363123119
13722553,0.115011699
13722554,0.403843969
13732553,0.068806157
13732554,0.480523467
13742554,0.463071257
13742555,0.471126914
13742556,0.619384468
13752554,0.562220633
13752555,0.585919082
13752556,0.567032456
13752557,0.464686066
13762556,0.967874944
13762557,0.95364213
13762558,0.722308755
13772555,0.277532578
13772556,0.896106124
13772557,0.911990345
13772558,1.070447922
13772559,4.643297195
13772560,5.372940063
13772561,0.297905445
13782557,0.986852944
13782558,2.256903172
13782559,3.170181036
13782562,0.174033493
13812564,3.022500992
13812565,5.172838211
13652558,0.052489709
13652559,0.111180432
13662558,0.112686232
13662559,0.118759729
13662560,0.117965668
13672557,0.02072886
13672558,0.105480202
13672559,0.02133872
13672560,0.054197639
13682557,0.084018953
13682558,0.01306907
13682559,0.088676043
13682560,0.116833948
13692555,0.242784217
13692556,0.078011923
13692557,0.00578135
13692558,0.00832066
13692559,0.082249187
13692560,0.120827608
13702555,0.091595128
13702556,0.236370206
13702557,0.037548508
13702558,0.00903034
13702559,0.023468889
13702560,0.117266268
13712554,0.429783404
13712555,0.443051755
13712556,0.094788142
13712557,0.072356477
13712558,0.06386283
13712559,0.019616529
13712560,0.104134582
13722555,0.472864747
13722556,0.297457665
13722557,0.082256347
13722558,0.1553258
13722559,0.055995531
13732555,0.452649057
13732556,0.480313867
13732557,0.565603912
13732558,0.423477441
13732559,0.149072871
13732560,0.370154172
13742557,0.637742698
13742558,0.627586186
13742559,0.88469851
13742560,0.46400246
13742561,0.746443689
13752558,0.378886908
13752559,0.464089483
13752560,0.513660848
13762559,1.34924531
13592550,0.0044515
13592557,0.03214645
13602558,0.01865299
13612549,0.059840102
13612551,0.052895851
13612552,0.055264749
13612556,0.034165628
13612557,0.01821184
13622550,0.090064652
13622551,0.072028667
13622552,0.1042905
13632555,0.00754479
13632556,0.00769633
13662551,0.21212633
13662552,0.165251806
13662557,0.00916691
13672551,0.165093765
13672552,0.463578969
13682555,0.01640881
13682556,0.100956261
13692552,0.131071627
13692554,0.01608111
13702553,0.217629552
13702554,0.198256135
13702567,0.671859086
13702568,1.014428735
13712567,0.37634474
13712568,0.958410025
13722567,0.406010211
13722568,0.812015593
13732567,0.887186408
13732568,1.029777169
13742567,1.019873738
13742568,1.174103022
13742569,0.998736918
13752567,0.806989789
13752568,1.592327833
13752569,0.914764583
13752570,0.856890202
13752571,1.378298759
13752572,1.111423969
13752573,1.702436209
13762567,1.609475851
13762568,1.778468013
13762569,1.10528636
13762570,0.81280762
13762571,0.924731195
13762572,0.688922584
13762573,0.584313214
13772567,2.048731565
13772568,2.478743792
13772569,2.870486736
13772570,0.33088854
13772571,0.362355024
13772572,0.29713434
13782567,2.672899246
13782568,3.025804281
13782569,2.710484028
13782570,1.098190665
13782571,1.825699925
13782572,2.029155016
13792567,3.468455553
13792568,3.380115986
13792569,3.313025475
13792570,2.113761425
13792571,2.825503349
13792572,2.007318497
13792573,2.375612974
13792574,0.00643292
13802568,2.108095407
13802569,2.388809681
13802570,1.971465945
13802571,0.00643292
13802572,0.00643292
13812569,0.00643292
13372549,0.145299107
13372550,0.00831103
13372551,0.139391989
13382550,0.055633381
13382551,0.02605224
13382552,0.00841734
13382553,0.140806288
13392549,0.04863378
13392550,0.104684122
13392551,0.00806779
13392553,0.472398967
13392554,0.620999575
13392555,0.140493676
13392556,0.100938477
13392558,0.00808519
13392559,0.01291946
13402547,0.01636124
13402550,0.026999749
13402551,0.128537774
13402552,0.106281519
13402554,0.370390534
13402555,0.627091408
13402556,0.51162827
13402557,0.204773217
13412547,0.00528202
13412549,0.05450166
13412552,0.037966669
13412553,0.00532403
13412554,0.0141373
13412556,0.138619125
13412557,0.203884169
13422546,0.00546532
13422547,0.037095621
13422549,0.00593303
13422550,0.02057191
13422552,0.01948172
13422553,0.034490898
13422556,0.042651322
13432544,0.0038196
13432552,0.00471779
13442549,0.00359424
13442550,0.029383451
13442559,0.02360091
13452550,0.0251032
13462550,0.01141255
13632540,0.00768382
13642541,0.00299367
13652541,0.00650145
13652543,0.00327515
13662543,0.0497449
13662549,0.01074206
13672542,0.00424027
13672543,0.022888681
13672544,0.043950342
13672545,0.041441891
13672546,0.075161383
13672547,0.550650358
13672548,0.088614732
13682543,0.01005422
13682544,0.046831321
13682545,0.01403066
13682546,0.204167813
13682547,0.166454971
13682548,0.499451816
13682549,0.247110054
13682550,0.040666521
13692549,0.178541347
13692550,0.794042826
13692551,0.02774474
13702546,0.01006266
13702550,0.543567896
13702551,0.366093189
13712544,0.02982839
13712545,0.101905227
13712546,0.127230003
13712547,0.101306312
13712550,0.219556913
13712551,0.251705378
13792562,2.647093058
13792563,1.14647305
13792564,1.785368323
13792565,3.422119856
13792566,2.424379349
13802562,2.83149147
13802563,2.192549706
13802564,4.832687378
13802565,8.456171989
13802566,3.465637684
13802567,2.468094349
13812561,1.139795661
13812562,1.659556985
13812563,1.317163944
13812566,2.416190386
13812567,3.378819227
13812568,0.00643292
13822561,1.143510699
13822562,1.857405424
13822563,0.687850118
13822564,1.262231708
13822565,0.00643292
13822566,0.00643292
13832561,1.665458679
13832562,1.422668934
13832563,0.00643292
13832564,0.00643292
13842561,0.00643292
13662587,1.063747168
13672586,1.89766264
13672587,2.228674173
13472571,0.118721113
13472572,0.034703299
13482570,0.109643392
13482571,0.037806831
13482572,0.095160089
13492569,0.072918043
13492570,0.159971192
13492571,0.116349921
13492572,0.01838265
13502570,0.258456409
13502571,0.106777526
13502573,0.0154943
13502574,0.024351461
13512569,0.030497691
13512570,1.175483704
13512571,0.463507175
13512572,0.131273106
13512573,0.023037709
13512574,0.04261544
13522568,0.063837901
13522570,0.986474216
13522571,0.120478593
13522572,0.115676709
13522573,0.106665596
13522574,0.017819259
13532568,0.065370589
13532569,0.053260449
13532570,0.00950792
13532571,0.00939028
13532572,0.00950792
13532573,0.061974321
13542567,0.01377243
13542568,0.015876031
13542569,0.351886749
13542571,0.00953733
13542572,0.100023232
13542573,0.163887069
13552568,0.067458697
13552572,0.134403676
13552573,0.130448386
13552574,0.111694038
13552575,0.10682369
13552576,0.02192881
13552577,0.023507331
13552578,0.03027063
13562566,0.147017553
