country_name,ZS_ID,name_pov_2,povPct,povPop,IFP_mean_190,IFP_sum_190,IFP_mean_310,IFP_sum_310,WPO_mean_125,WPO_count_200,GDP_sum_gdp,POP_sum_pop,NDVI_mean,NPP_2010_mean,SOIL_mean,FOR_district_area,FOR_cover_area,FOR_cover_pct,FOR_loss_area,FOR_loss_pct,FOR_loss_annual_area,FOR_loss_annual_pct,BIODIV_pct,EBA_pct,PA_pct,CoastMean,CoastMed,OPollMean,PPollMed,ArtFiMean,ArtFiMed,DemFiMean,DemFiMed,AcidMean,AcidMed,PM_MOD_2010_mean,PM_MOD_2010_max,PM_MOD_ALL_mean,PM_MOD_ALL_max,PM2BRA_mean,PM2BRA_max,PM2DON_2013_max,PM2DON_2013_mean,PM2DON_2013_med,PM2DON_noDu_2013_max,PM2DON_noDu_2013_mean,PM2DON_noDu_2013_med,PM2DON_max,PM2DON_mean,PM2DON_noDu_max,PM2DON_noDu_mean,PM25em_mean,PM25em_max,PM10_mean,PM10_max,BC_mean,BC_max,NOx_mean,NOx_max,HG_mean,HG_max,LC_cat1,LC_cat2,LC_cat3,LC_cat4,LC_cat5,LC_cat6,LC_cat7,LC_cat8,LC_cat9,LC_cat10,LC_topcat_n,LC_topcat,LC_pchtree0005,LC_pchtree0510,LC_treesarea10,LC_treesarea05,LC_treesarea00,LC_areasumras,LC_pLCcat1_00,LC_pLCcat2_00,LC_pLCcat3_00,LC_pLCcat4_00,LC_pLCcat5_00,LC_pLCcat6_00,LC_pLCcat7_00,LC_pLCcat8_00,LC_pLCcat9_00,LC_pLCcat10_00,LC_pchLCcat1,LC_pchLCcat2,LC_pchLCcat3,LC_pchLCcat4,LC_pchLCcat5,LC_pchLCcat6,LC_pchLCcat7,LC_pchLCcat8,LC_pchLCcat9,LC_pchLCcat10,RUGG_mean,areaMolkm,ForestCoverkm,lnGDPcap2
Mozambique,1877,BOANE,10.15960026,6945,81.10317993,729.9285889,92.74456024,834.7010498,,,254.893,59906,115.286,88.14285714,5.779936041,601.5245361,14.07152748,2.339310646,9.666522026,68.69561005,0.743578613,5.284277916,99.35383606,99.35397339,0,6.546363354,6.56583786,0.164700046,0.245286077,0.190370917,0.19038339,0.036597595,0.034259927,0.283250451,0.283250451,6.5,6.699999809,5.528571401,6.199999809,12.22274208,13.24697876,18,16.82664234,17,14,12.65328467,13,15,14.77919674,12,10.97445297,51.917,68.445,0,0,0,0,0,0,0,0,0.679,0.185,0.023,0.032,0,0.052,0,0,0.029,0,Cropland,1,-0.209,-0.001,0.0059,0.0059,0.0075,0.0541,0.650014281,0.21395947,0.022980303,0.03182986,0,0.052240934,0,0.00028547,0.028689696,0,0.044795755,-0.136090726,0,0,,0,,-0.002080061,0,,58334.75974,601.5245361,1.40715E-05,29.80819511
Mozambique,1584,NAMAPA,67.46029663,75882,73.21159363,1903.501343,91.03871155,2367.006592,,,29.2479,116495,196.231,92.85833397,6.670591164,2272.969482,605.1661987,26.62447548,81.40441895,13.451581,6.26187849,1.034736991,77.33325958,0,0,,,,,,,,,,,1.820000017,2.400000095,1.529999995,2.200000048,4.972309561,6.197644234,7,5.965553789,6,6,4.638579756,5,7,5.314255238,5,3.909379959,6.123,13.029,0,0,4.34E-13,9.04E-13,1.726E-12,3.263E-12,0,0,0.807,0.167,0.009,0.004,0,0.004,0.002,0.005,0.002,0,Cropland,1,-0.049,-0.001,0.0298,0.0298,0.0313,0.1888,0.798153162,0.175247207,0.008866552,0.003799951,0,0.004331127,0.002451581,0.004739724,0.002410722,0,0.010494509,-0.047796741,0,0,,0,0,0,0,,72029.68336,2272.969482,0.000605166,68.72071838
Mozambique,1608,MANDIMBA,64.75080109,62684,43.83065796,788.9518433,75.43592834,1357.846802,,,19.7779,66765,183,92.86111043,10.54225166,1544.674316,211.6675262,13.70305252,72.42151642,34.2147522,5.570885658,2.631904125,0,0,0,,,,,,,,,,,4.273333343,5.199999809,3.800000016,4.400000095,8.262962471,9.921746254,11,9.690327613,10,10,9.079563183,9,11,9.999219894,10,9.190327644,3.985,23.503,4.355E-12,2.4845E-11,0,0,0,0,0,0,0.596,0.225,0.144,0.01,0,0.003,0,0,0.022,0,Cropland,1,-0.042,-0.017,0.028,0.0284,0.0297,0.1283,0.58437103,0.2385851,0.142272756,0.009805691,0,0.002646935,6.01576E-05,0,0.022258317,0,0.019971242,-0.056480084,0.012685023,0,,0,0.000511912,,0,,93407.55881,1544.674316,0.000211668,66.00536346
Mozambique,1712,MONGUE,71.11380005,68777,83.31045532,1416.27771,95.8210907,1628.958496,,,5.16799,34552,205.786,95.16111196,13.88607377,1426.47229,794.0980835,55.66866684,56.72291946,7.143062115,4.363301277,0.549466312,20.11346245,11.70805168,0,,,,,,,,,,,4.720000076,5.599999905,4.173333263,4.800000191,8.77889843,10.11814117,13,11.12073272,11,12,10.18234804,10,14,12.37885094,13,11.34054947,8.627,22.723,0,0,0,0,2.295E-12,6.427E-12,0,0,0.778,0.208,0.004,0,0,0.009,0,0,0,0,Cropland,1,0,0,0.025,0.025,0.025,0.1199,0.777892172,0.208338693,0.004439583,0,0,0.009329559,0,0,0,0,8.27425E-05,-0.000308868,0,,,0,,,,,236256.5179,1426.47229,0.000794098,77.57624054
Mozambique,1869,MANHI?A,11.78369999,6776,84.03425598,420.1712952,93.48429871,467.4214783,,,94.9416,25930,133.8,87.0625,0.702445114,413.8858948,64.54686737,15.59532928,4.794933319,7.428607464,0.368841022,0.571431339,100,100,0,,,,,,,,,,,5.149999857,5.199999809,4.925000191,5.300000191,7.459050973,7.493853092,16,14.29110512,14,11,10.27762803,10,14,12.919137,10,9.072775841,27.051,27.051,2.9458E-11,2.9458E-11,0,0,6.688E-12,6.688E-12,0,0,0.83,0.163,0,0.007,0,0,0,0,0,0,Cropland,1,-0.041,-0.02,0.006,0.0061,0.0063,0.0369,0.819339991,0.173558891,0,0.007101086,0,0,0,0,0,0,0.012745341,-0.060168579,,0,,,,,,,27673.77861,413.8858948,6.45469E-05,31.47090912
Mozambique,1853,CHIDENGUELE,46.89160156,26377,81.55860138,734.0274048,94.72088623,852.4879761,,,14.014,26506,159.857,95.40625,1.784722298,722.9719238,148.9450073,20.60176849,29.84938049,20.04053688,2.2961061,1.541579723,99.68806458,99.6880188,0,2.490451097,2.196783781,0.046713658,0.039041366,0.024312921,0.023533097,0.105777666,0.099661909,0.418201476,0.290454745,2.450000003,3,2.337499991,2.700000048,5.414657772,5.89893198,8,7.7734375,8,5,4.284375,4,7,6.864062309,4,3.787499905,13.726,13.726,0,0,0,0,0,0,0,0,0.732,0.136,0.049,0.01,0,0.003,0,0,0.072,0,Cropland,1,-0.006,-0.021,0.0085,0.0087,0.0087,0.0644,0.727958798,0.139434591,0.048514616,0.009942501,0,0.002515573,0,0,0.071633928,0,0.005101194,-0.026632367,0,0,,0,,,0,,63773.61762,722.9719238,0.000148945,56.9280777
Mozambique,1834,CHIVONGOENE,40.93769836,11761,82.44368744,659.5494995,95.34482574,762.758667,,,2.57878,14587,111.625,74.01388931,2.40635599,733.1417847,25.25372314,3.444589138,9.586488724,37.96069336,0.737422228,2.920053244,13.22940063,0,0,,,,,,,,,,,4.566666683,4.900000095,4.466666698,4.5,7.354304041,7.593165874,12,11.521875,12,9,8.0140625,8,11,10.35312462,8,7.020312309,14.741,28.255,0,0,8.85E-13,1.731E-12,0,0,0,0,0.438,0.457,0.009,0.017,0,0,0,0,0.078,0,Forest,2,-0.009,0,0.028,0.028,0.0283,0.0649,0.434586108,0.461108476,0.009395814,0.017007612,0,0,0,0,0.077901997,0,0.008210203,-0.008769683,0,0.027971877,,,,,0,,18868.2508,733.1417847,2.52537E-05,74.65944672
Mozambique,1742,INHANGOMA,73.3082962,46888,58.33144379,583.3143921,90.90092468,909.0092773,,,3.37547,21901,138.429,75.85185326,0.904934736,778.8601074,13.89671993,1.784238219,6.809384823,48.99994278,0.523798823,3.769226313,18.76810265,91.75999451,0,,,,,,,,,,,6.499999947,7.099999905,5.766666677,6.199999809,8.292760054,8.644669533,15,12.96646341,13,13,11.34603659,11,17,14.85670757,15,13.13871956,10.994,13.295,1.1808E-11,1.4235E-11,7.47E-13,9.44E-13,2.653E-12,3.366E-12,0,0,0.532,0.018,0.001,0.003,0,0.408,0,0,0.039,0,Cropland,1,-0.692,0,0,0,0.0001,0.0659,0.530781806,0.018960673,0.001170412,0.002574906,0,0.407888591,0,0,0.038623597,0,0.001984527,-0.055555999,0.000511935,0,,0,,,0,,11714.47895,778.8601074,1.38967E-05,77.04894257
Mozambique,1536,MATONDOVELA,73.37750244,554,44.45811462,4534.728027,75.8418045,7735.86377,,,1.90548,6134,204.732,86.34215671,18.75017391,8400.71875,3146.451416,37.4545517,22.33616829,0.709884405,1.718166828,0.054606494,0,0,99.63941956,,,,,,,,,,,3.692941178,4.599999905,2.959999988,3.299999952,6.930887565,9.473758698,10,8.560444316,9,9,7.961771495,8,8,7.338574886,8,6.665897369,0.757,2.08,8.73E-13,2.421E-12,0,0,0,0,0,0,0.326,0.561,0.1,0.012,0,0,0,0,0.001,0,Forest,2,-0.001,-0.001,0.3886,0.389,0.3894,0.6931,0.324961871,0.561900973,0.099566951,0.012468134,0,0.00024491,0,5.56613E-05,0.000801523,0,0.003185925,-0.001941559,0.000559017,0,,0,,0.000513162,0,,36432.41837,8400.71875,0.003146451,65.23579407
Mozambique,1920,DISTRITO URBANO N?5,3.23149991,10450,,,,,,,544.955,221137,,81.66666412,6.556596443,59.02141571,4.014074326,6.801047325,0.670910835,16.71396065,0.051608525,1.285689235,97.9016571,97.89913177,0,6.085233688,6.78680563,0.215531796,0.264877528,0.178483844,0.19038339,0.032239441,0.034133025,0.283250451,0.283250451,5.400000095,5.400000095,5.300000191,5.300000191,8.867014116,11.9446249,15,13.68627451,14,11,9.980392157,10,13,11.92156887,9,8.431372643,94.53,94.53,1.00367E-10,1.00367E-10,5.915E-12,5.915E-12,2.1255E-11,2.1255E-11,0,0,0.336,0.206,0,0.006,0,0.004,0.42,0,0.028,0,Urban_area,7,-0.121,0,0.0004,0.0004,0.0004,0.0053,0.325581402,0.216569766,0,0.005813953,0,0.004360465,0.420058131,0,0.027616279,0,0.031249832,-0.046979528,,0.001159846,,-0.002077983,0,,0,,51126.57692,59.02141571,4.01407E-06,36.07004929
Mozambique,1789,CHITOBE (MACHAZE),68.5381012,51943,75.64440155,8018.306641,94.68566132,10036.68066,,,8.04288,47198,175.369,70.30622501,3.041027371,8302.305664,3447.995605,41.53057861,362.7704163,10.52119732,27.90541649,0.809322894,0,0,7.185778141,,,,,,,,,,,3.757831329,4.800000191,3.527710834,4.199999809,7.190059479,8.511594772,14,12.40159129,12,12,10.11083194,10,11,10.7952261,10,8.732970238,4.517,5.335,0,0,0,0,8.75E-13,9.75E-13,0,0,0.273,0.686,0.032,0.008,0,0,0,0,0,0,Forest,2,-0.007,-0.002,0.4898,0.491,0.4946,0.7171,0.266578436,0.692813396,0.03222613,0.008037703,0,5.37999E-05,0.000290519,0,0,0,0.023531761,-0.009737834,0.008013393,0.026773779,,0.000513162,0,,,,39882.15676,8302.305664,0.003447996,75.29587555
Mozambique,1899,MOCIMBOA DA PRAIA,49.13679886,30852,55.34545135,1162.254517,82.72512054,1737.227539,,,22.6092,55642,195.938,99.22916698,0.753810516,1678.750244,1148.618164,68.42102814,122.1049805,10.63059807,9.392690659,0.817738295,99.37355042,0,0,2.578534126,2.161352158,0.077237681,0.078082733,0.103015125,0.09228567,0.257554561,0.269064158,0.432822078,0.468051225,3.112499982,3.700000048,2.537500039,3.099999905,5.051583253,6.336593151,11,5.291907514,5,7,3.518786127,3,10,4.792630196,6,3.017341137,0.254,0.26,0,0,0,0,1.31E-13,2.79E-13,0,0,0.649,0.222,0.082,0.006,0,0.018,0.016,0.002,0.003,0,Cropland,1,-0.075,-0.001,0.0304,0.0304,0.0329,0.1381,0.631640673,0.240098312,0.081950732,0.006256634,0,0.017876096,0.016479526,0.0024021,0.003295905,0,0.028212598,-0.074453175,0,0.008929674,,0,0,0,0,,10987.65425,1678.750244,0.001148618,60.97012329
Mozambique,1883,ZITUNDO,10.3192997,656,85.43318176,1025.198242,93.83734894,1126.048218,,,37.9834,4373,167.857,107.7833336,0.319168811,868.1951904,357.5517883,41.18334198,25.65800667,7.176025391,1.973692775,0.552001953,99.58258057,99.58261871,99.12444305,3.494351864,3.6968081,0.077635489,0.076695882,0.01077522,0.005763629,0.080348872,0.080537498,0.703312516,0.551722765,5.130000019,5.900000095,5.119999933,5.699999809,8.305369483,9.160012245,16,14.53015075,14,12,10.05778894,10,15,13.3341713,10,8.996231079,0.916,7.401,0,0,8.2E-14,6.6E-13,0,0,0,2E-15,0.394,0.516,0.016,0.052,0,0.004,0,0,0.019,0,Forest,2,-0.067,-0.002,0.0401,0.0401,0.043,0.0786,0.360051006,0.552830398,0.014814088,0.049445696,0,0.003826155,0.000392426,0,0.018640243,0,0.093187965,-0.067435652,0.052980669,0.059523664,,0,0.001159846,,0,,42306.57803,868.1951904,0.000357552,22.52503967
Mozambique,1577,CHIURE VELHO,69.84559631,23568,55.28492355,442.2793884,82.70303345,661.6242676,,,4.07507,21268,197.4,89.61110942,6.206821124,627.0742188,132.8820038,21.19079399,24.90056038,18.73885155,1.915427685,1.441450119,80.45611572,0,0,,,,,,,,,,,1.899999976,2.299999952,1.316666663,1.399999976,4.6545223,4.718913078,6,5.796153846,6,5,4.215384615,4,6,5.099999905,4,3.853846073,8.639,11.317,9.389E-12,1.2184E-11,0,0,0,0,0,0,0.954,0.033,0.001,0.006,0,0.002,0,0.001,0.004,0,Cropland,1,-0.065,0,0.0017,0.0017,0.0018,0.052,0.952246785,0.034850959,0.000593208,0.006376984,0,0.001631321,0,0.000593208,0.003707549,0,0.002336091,-0.063829944,0.001159846,0,,0.000276889,,0.001159846,0,,32397.88621,627.0742188,0.000132882,73.27481842
Mozambique,1627,CHIUTA,68.28659821,14937,43.83065796,1095.766479,75.43592834,1885.898315,,,5.11617,39855,192.417,93.81818182,5.614870637,2169.699219,646.4520874,29.79454803,27.78477669,4.298041344,2.137290478,0.33061856,0,0,0,,,,,,,,,,,4.254545439,6.599999905,3.959090894,5.300000191,7.050169328,8.187532425,11,9.224080268,9,10,8.652731327,9,12,9.792642593,11,9.025083542,8.317,9.367,8.996E-12,1.009E-11,0,0,1.727E-12,1.891E-12,0,0,0.406,0.432,0.076,0.044,0,0.014,0,0,0.027,0,Forest,2,-0.013,0,0.0772,0.0772,0.0782,0.1812,0.402750582,0.438005626,0.07493826,0.043217234,0,0.013752874,0,0,0.027335433,0,0.009091949,-0.013123441,0.019886395,0.01379303,,0,,,0,,33372.6274,2169.699219,0.000646452,80.29229736
Mozambique,1925,GURO,72.34909821,21042,75.69247437,1059.694702,94.83322144,1327.665161,,,1.15326,13473,175.643,82.96969604,24.66153537,1119.75,149.550415,13.35569668,9.524037361,6.368445873,0.732618272,0.489880443,0,0,28.06171608,,,,,,,,,,,4.427272753,6.599999905,4.572727247,5,7.89713205,8.81815052,14,12.89064143,13,13,11.96109359,12,14,12.57413292,13,11.62039948,1.592,4.621,0,0,0,0,5.55E-13,1.159E-12,0,0,0.699,0.191,0.11,0,0,0,0,0,0,0,Cropland,1,0,-0.001,0.0179,0.0179,0.0179,0.0945,0.698456764,0.191067204,0.109986119,0.000489916,0,0,0,0,0,0,0.000233779,-0.000854696,0,7.99162E-05,,,,,,,183804.0434,1119.75,0.00014955,87.71915436
Mozambique,1659,CHINGA,78.1088028,10829,75.22140503,676.9926147,92.13549805,829.2194824,,,3.86716,15459,211.667,109.7833328,17.78257656,575.1378784,449.7316895,78.19545746,36.72385025,8.165724754,2.824911594,0.628132701,0,0,0,,,,,,,,,,,2.919999981,3.799999952,2.64000001,3,6.604440928,6.742142677,8,7.066528067,7,7,6.087318087,6,7,6.629937649,6,5.665280819,39.501,40.032,0,0,0,0,8.888E-12,9.011E-12,0,0,0.143,0.849,0.008,0,0,0,0,0,0,0,Forest,2,0,0,0.0408,0.0408,0.0408,0.0481,0.14345248,0.848533392,0.007533259,0.000480846,0,0,0,0,0,0,0,0,0,-0.002077983,,,,,,,62770.02152,575.1378784,0.000449732,68.78092194
Mozambique,1861,XINAVANE,14.90260029,3755,86.43241882,172.8648376,94.08953094,188.1790619,,,52.5857,8888,144,81.41666412,1.554456651,156.226059,9.58969593,6.138345718,1.45580399,15.18091965,0.111984923,1.167762995,100,33.4669075,0,,,,,,,,,,,5.166666667,5.599999905,5,5.300000191,6.946263313,7.035419941,15,14.05147059,14,11,10.13235294,10,13,12.27941132,9,8.639705658,25.252,27.051,0,0,1.528E-12,1.632E-12,0,0,0,0,0.681,0.031,0,0.004,0,0.005,0.004,0,0.275,0,Cropland,1,-0.587,-0.156,0.0003,0.0003,0.0008,0.0139,0.641551256,0.070360109,0,0.003878116,0,0.00498615,0.004432133,0,0.274792254,0,0.061312485,-0.559054732,,-0.000227726,,-0.000639435,-0.000460166,,0,,18284.79,156.226059,9.5897E-06,26.31703377
Mozambique,1678,NIHESSIUE,73.91809845,22443,75.22140503,526.5498047,92.13549805,644.9484863,,,5.59664,29997,185.2,92.94444402,7.380591691,566.8411255,70.61636353,12.45787621,18.14539528,25.69573784,1.395799637,1.976595163,0,0,0,,,,,,,,,,,2.033333302,2.299999952,1.949999988,2.299999952,5.203060436,5.59865284,8,7.374476987,7,7,6.29707113,6,8,6.855648518,6,5.864016533,9.366,9.366,9.925E-12,9.925E-12,6.63E-13,6.63E-13,0,0,0,0,0.972,0.026,0.001,0.001,0,0,0,0,0,0,Cropland,1,-0.083,0,0.0004,0.0004,0.0005,0.0475,0.970769703,0.027281584,0.000974342,0.000974342,0,0,0,0,0,0,0.000836375,-0.02976175,7.99162E-05,7.99162E-05,,,,,,,33993.575,566.8411255,7.06164E-05,73.73117828
Mozambique,1773,NHAMATANDA,66.42459869,94295,74.04875946,2295.511475,89.78755188,2783.414063,,,61.5734,115429,185.13,81.2604173,3.438037932,2474.854248,1169.303101,47.2473526,171.3379059,14.6529932,13.17983913,1.127153277,0.688774467,0,6.315372944,,,,,,,,,,,4.904166679,5.699999809,4.06249999,4.599999905,8.085274597,8.914639473,14,13.14414843,13,11,11,11,13,12.0918169,11,10.18934345,15.923,39.862,0,0,9.44E-13,2.426E-12,3.394E-12,8.99E-12,0,0,0.408,0.442,0.035,0.005,0,0.11,0,0,0,0,Forest,2,-0.03,-0.005,0.0934,0.0939,0.0968,0.2116,0.392561525,0.458486795,0.033764813,0.00484959,0,0.110118508,0,0,0.000218778,0,0.038268551,-0.034913328,0.025918048,0.022556145,,0,,,7.99162E-05,,65272.43166,2474.854248,0.001169303,56.79402542
Mozambique,1752,CHOA,70.09320068,8503,75.69247437,681.2322998,94.83322144,853.4990234,,,1.7606,7933,199.429,123.5119019,116.6281578,837.3414917,427.0429077,50.99985123,30.91379166,7.23903656,2.377984047,0.556848943,42.80945587,71.47748566,0.5418998,,,,,,,,,,,4.985714367,5.5,5.057142871,5.599999905,8.528705359,10.42006779,13,11.71428571,12,12,10.82319661,11,12,10.78783607,11,9.966053963,2.246,5.257,2.473E-12,5.542E-12,0,0,0,0,0,0,0.365,0.542,0.04,0.053,0,0,0,0,0,0,Forest,2,-0.002,0,0.0381,0.0381,0.0382,0.071,0.364031285,0.543440461,0.039530843,0.052997395,0,0,0,0,0,0,0.002386622,-0.001998439,0,0.004098339,,,,,,,488544.6064,837.3414917,0.000427043,70.78078461
Mozambique,1711,DOA,82.90570068,56516,59.1516571,2366.066406,91.07299805,3642.919922,,,21.2967,132476,176.162,71.31249958,10.41240533,3654.73877,354.1094971,9.689050674,55.87139511,15.77799988,4.297799587,1.213692307,0,0,0.013313823,,,,,,,,,,,6.527777791,7.099999905,5.758333272,6.199999809,8.973789307,10.28440094,15,13.4497389,13,14,12.48792428,12,16,14.95920372,15,13.84921646,17.182,45.782,1.8434E-11,4.8592E-11,0,0,6.209E-12,1.6389E-11,0,0,0.324,0.076,0.548,0.007,0,0.023,0,0,0.022,0,Shrubland,3,-0.324,-0.001,0.0215,0.0215,0.0318,0.307,0.303754538,0.109368719,0.534604967,0.006609369,0,0.02329614,0,0,0.022366306,0,0.065855883,-0.307904392,0.025572367,0,,0,,,0,,100681.5042,3654.73877,0.00035411,76.31078339
Mozambique,1777,MUOHA,73.45850372,13462,74.72729492,1046.182129,93.94311523,1315.203613,,,2.4264,17236,195.222,111.3500008,30.40726598,932.4370117,541.3237305,58.05472183,53.77195358,9.933419228,4.136303902,0.764109194,0,0,0,,,,,,,,,,,5.49000001,5.900000095,4.24000001,4.5,8.808711158,9.498009682,12,11.99496222,12,11,10.76826196,11,10,9.348866463,9,8.260704994,22.216,25.011,0,0,1.216E-12,1.363E-12,5.027E-12,5.655E-12,0,0,0.16,0.771,0.014,0.012,0,0.001,0,0,0.043,0,Forest,2,0,0,0.0613,0.0613,0.0613,0.0797,0.159759879,0.771010816,0.013652208,0.012296669,0,0.000580945,0,0,0.042699456,0,0,0,0,0,,7.99162E-05,,,0,,285902.6667,932.4370117,0.000541324,78.64758301
Mozambique,1815,PEMBE,47.21020126,9248,74.47790527,819.256958,89.72930908,987.0223999,,,11.1945,39996,164.667,84.49999915,0.869276766,883.6810303,73.96813202,8.370455742,24.2534771,32.7890892,1.865652084,2.522237539,100,51.88242722,0,,,,,,,,,,,2.088888857,2.200000048,1.855555521,2.099999905,4.389869637,4.662230015,7,6.258064516,6,4,3.552258065,4,7,5.841290474,4,3.096774101,18.65,26.08,0,0,1.088E-12,1.495E-12,4.618E-12,6.104E-12,0,0,0.881,0.055,0.026,0.026,0,0.004,0,0,0.007,0,Cropland,1,-0.036,0,0.0027,0.0027,0.0028,0.0779,0.880075276,0.055951674,0.026143791,0.026143791,0,0.004258269,0,0,0.007427213,0,0.001125206,-0.023008937,0.003787858,0.007575717,,0,,,0,,8376.525847,883.6810303,7.39681E-05,66.9305954
Mozambique,1790,ESPUNGABERA,54.98609924,13465,75.69247437,454.1548462,94.83322144,568.9993286,,,6.49574,17897,187.333,92.7,30.43916682,522.6471558,355.3471375,67.98987579,8.226584435,2.315083981,0.632814169,0.17808339,0,0,0,,,,,,,,,,,3.820000029,4,3.600000048,3.900000095,8.228312731,8.408986092,13,11.94170404,12,11,10.06950673,10,10,8.865470886,8,7.221972942,12.21,21.245,0,0,9.76E-13,1.792E-12,3.458E-12,6.106E-12,0,0,0.46,0.524,0.015,0.001,0,0,0,0,0,0,Forest,2,0,0,0.0236,0.0236,0.0236,0.045,0.459996581,0.524070561,0.015076238,0.000856604,0,0,0,0,0,0,0,0,0,0.000513162,,,,,,,329587.1238,522.6471558,0.000355347,62.74607086
Mozambique,1710,MUNHAMADE,62.72710037,39498,83.31045532,1582.898682,95.8210907,1820.600708,,,39.5142,64922,210.063,104.5350868,6.425635672,1659.038696,1013.558228,61.09310532,82.80831146,8.170059204,6.369870186,0.62846607,6.467891216,0,0,,,,,,,,,,,3.494736809,3.799999952,3.43157895,3.599999905,7.118595197,7.497428417,11,10.23104435,10,10,9.102288984,9,13,10.59298992,11,9.374820709,9.249,12.535,0,0,0,0,0,0,0,0,0.402,0.565,0.014,0.012,0,0.006,0,0,0,0,Forest,2,0,0,0.0789,0.0789,0.0789,0.1396,0.401868641,0.565513074,0.013766033,0.012328616,0,0.006136665,0,0,0.000386997,0,0.000275173,-0.000195498,0,0,,0,,,-0.000227726,,32596.92864,1659.038696,0.001013558,54.82338715
Mozambique,1581,NAMUNO,65.42980194,50025,55.28492355,773.9889526,82.70303345,1157.842407,,,18.5686,91816,184.5,90.49305534,6.900365404,1246.574585,230.9222717,18.52454567,27.88134193,12.07390785,2.144718647,0.928762138,0,0,0,,,,,,,,,,,2.791666667,3.200000048,2.12499998,2.299999952,5.279804018,5.637038231,7,6.29787234,6,6,5.423597679,5,7,6.033849239,6,4.995164394,9.687,13.029,1.0476E-11,1.391E-11,5.83E-13,9.04E-13,0,0,0,0,0.545,0.252,0.151,0.003,0,0,0.05,0,0,0,Cropland,1,-0.003,-0.004,0.023,0.0231,0.0231,0.1035,0.543359935,0.253299534,0.150920883,0.002908061,0,0,0.049511597,0,0,0,0.002470172,-0.005887587,0.000988137,0,,,0,,,,23316.49025,1246.574585,0.000230922,72.35322571
Mozambique,1666,MURRUPULA,68.7940979,67110,75.22140503,1579.649414,92.13549805,1934.845337,,,15.7111,87830,192,100.4166664,18.78685748,1969.38147,848.4594727,43.08253479,127.9801254,15.0838232,9.844625473,1.160294056,0,0,0,,,,,,,,,,,2.220000023,3.299999952,2.10999999,2.5,5.530430873,6.882462978,9,7.366463415,7,7,6.371341463,6,8,6.800000191,7,5.784756184,30.412,40.032,0,0,0,0,0,0,0,0,0.654,0.333,0.011,0.002,0,0,0,0,0,0,Cropland,1,-0.017,-0.003,0.0544,0.0546,0.0555,0.1648,0.646866083,0.339512229,0.011234377,0.002246875,0,0,0.00014043,0,0,0,0.010420449,-0.020129593,0.008333225,0,,,-0.002077983,,,,47710.5021,1969.38147,0.000848459,74.4560318
Mozambique,1720,MOCUBELA,75.8082962,26589,83.31045532,3499.039063,95.8210907,4024.48584,,,14.7856,75717,223.636,98.94907485,2.225467162,3431.966064,3069.305908,89.43287659,96.41815186,3.14136672,7.416780949,0.241643593,5.015719891,0,0.000171747,,,,,,,,,,,3.377777762,4.300000191,2.741666661,3.099999905,5.965751839,6.410682678,11,9.429558011,9,9,7.822168508,8,10,9.18853569,9,7.67023468,6.011,11.113,6.349E-12,1.1796E-11,0,0,1.329E-12,2.685E-12,0,0,0.105,0.892,0.001,0.001,0,0.002,0,0,0,0,Forest,2,-0.003,-0.002,0.258,0.2586,0.2594,0.2894,0.100554638,0.896485507,0.000853288,0.000586635,0,0.001519919,0,0,0,0,0.048528202,-0.005443177,0,0,,0,,,,,8432.711202,3431.966064,0.003069306,72.95046234
Mozambique,1808,DINDIZA,52.9233017,6255,82.34534454,6669.973145,95.27550507,7717.315918,,,1.27231,5013,115.094,61.34358967,1.488307079,6454.620117,411.9979858,6.382993698,24.10652542,5.851127148,1.854348063,0.450086713,0,0,0,,,,,,,,,,,3.656923063,4.400000095,3.455384603,4.099999905,6.305758822,7.339586258,12,10.31577093,10,9,7.263436123,7,11,9.604228973,8,6.619559288,1.054,1.548,1.299E-12,1.843E-12,0,0,5.96E-13,6.47E-13,0,0,0.338,0.619,0.008,0.035,0,0,0,0,0,0,Forest,2,-0.062,-0.002,0.3368,0.3375,0.3599,0.5678,0.305061013,0.659685791,0.006591286,0.028553179,0,0,0,0,0.000108722,0,0.107096717,-0.061679859,0.195876166,0.235602155,,,,,-0.000460166,,13648.76138,6454.620117,0.000411998,68.54110718
Mozambique,1882,CATUANE,21.25569916,1537,86.43241882,1382.918701,94.08953094,1505.432495,,,1.42368,8507,150.214,96.26785605,3.943081046,1264.315674,280.5939331,22.19334412,40.41053009,14.40178299,3.108502388,1.107829452,100,100,0.555651188,,,,,,,,,,,5.92142851,6.599999905,5.250000034,5.800000191,8.572402477,9.324835777,17,16.49293286,17,13,12.32862191,12,16,14.90812683,12,11.04328632,9.35,26.639,0,0,7.98E-13,2.029E-12,3.206E-12,7.614E-12,2E-15,2E-15,0.236,0.652,0.029,0.071,0,0.001,0,0,0.011,0,Forest,2,-0.049,-0.003,0.0743,0.0746,0.0784,0.1141,0.208522156,0.687453508,0.026716266,0.065404125,0,0.000743997,0,0.000338181,0.010821779,0,0.133311734,-0.051456138,0.091139294,0.078593612,,0.000276889,,0.000513162,0,,61468.45444,1264.315674,0.000280594,75.60997009
