Str_ID,Link_ID,From,Prov_Code,Str_Type,GPS_E,GPS_S,EndGPS_E,EndGPS_S,Obst_Type,Num_Spans,Over_Length,Span_Length,Clear_Soffit,Clear_Width,Walk_Width,Total_Width,Barrier_Height,Des_Type,Mat_Type,Surf_Type
BR064607:0002.75,R064607:0000.0,2754,Zambezia,VENT,37.2012367249,-16.5511302948,,,STRM,4,12.00,3,1.20,4.00,,,,VENT,CONC,CONC
BR064607:0009.72,R064607:0000.0,9720,Zambezia,BRDG,37.263092041,-16.5660972595,,,STRM,2,12.00,6,1.40,4.50,,,,BAIL,STEL,STEL
BR064607:0019.85,R064607:0000.0,19851,Zambezia,BRDG,37.3279151917,-16.5873813629,,,STRM,2,16.00,8,1.30,4.00,,,,BAIL,STEL,STEL
BR064607:0020.68,R064607:0000.0,20676,Zambezia,VENT,37.3350601196,-16.5896263123,,,STRM,,10.00,,,3.50,,,,VENT,CONC,CONC
BR064607:0040.39,R064607:0022.1,40394,Zambezia,VENT,37.4337463379,-16.4998607635,,,STRM,,10.00,,,3.00,,,,VENT,CONC,CONC
BR064807:0023.71,R064807:0002.9,23714,Zambezia,VENT,38.7561454773,-16.5621204376,,,STRM,2,14.00,7,0.80,4.00,,,,VENT,COTM,WOOD
BR064807:0074.35,R064807:0063.0,74345,Zambezia,VENT,38.4900016785,-16.2117977142,,,STRM,2,8.00,4,1.50,4.00,,,,VENT,CONC,CONC
BR065007:0027.11,R065007:0025.2,27110,Zambezia,VENT,35.3529090881,-17.1457309723,,,STRM,,12.00,,,3.50,,,,VENT,CONC,CONC
BR065207:0008.41,R065207:0008.1,8406,Zambezia,BRDG,35.5858078003,-17.3282852173,,,STRM,,10.00,,,4.00,,,,,CONC,CONC
BR065207:0057.52,R065207:0051.7,57518,Zambezia,BRDG,35.9339523315,-17.1779899597,,,RIVR,8,56.00,7,1.50,4.00,0.50,,,,CONC,CONC
BR065207:0065.59,R065207:0051.7,65594,Zambezia,BRDG,35.9925422668,-17.1341991425,,,RIVR,1,19.00,19,1.30,4.00,,,,BAIL,STEL,STEL
BR065207:0071.63,R065207:0051.7,71631,Zambezia,BRDG,36.0451507568,-17.1214466095,,,RIVR,1,24.00,24,1.10,4.00,,,,BAIL,STEL,STEL
BR065207:0073.09,R065207:0051.7,73088,Zambezia,BRDG,36.0573730469,-17.1157112122,,,RIVR,5,35.00,7,1.20,4.00,,,,BAIL,STEL,STEL
BR065207:0086.25,R065207:0051.7,86247,Zambezia,BRDG,36.0899391174,-17.0153255463,,,RIVR,1,24.00,24,1.30,4.00,,,,BAIL,STEL,STEL
BR065207:0093.61,R065207:0051.7,93610,Zambezia,BRDG,36.1217575073,-16.9657154083,,,RIVR,20,120.00,6,1.30,3.00,,,,BEAM,CONC,CONC
BR065207:0112.82,R065207:0101.5,112815,Zambezia,BRDG,36.2540740967,-16.9299259186,,,RIVR,1,36.00,36,1.40,4.00,,,,BAIL,STEL,STEL
BR065207:0116.61,R065207:0101.5,116613,Zambezia,BRDG,36.2632980347,-16.8979301453,,,RIVR,1,24.00,24,1.30,4.00,,,,BAIL,STEL,STEL
BR065207:0127.25,R065207:0101.5,127245,Zambezia,BRDG,36.246257782,-16.8140201569,,,RIVR,1,24.00,24,3.00,4.00,,,,BAIL,STEL,STEL
BR065207:0131.20,R065207:0101.5,131204,Zambezia,BRDG,36.254863739,-16.7796840668,,,RIVR,1,24.00,24,1.20,4.00,,,,BAIL,STEL,STEL
BR065307:0040.36,R065307:0030.9,40357,Zambezia,VENT,36.3878211975,-16.3915901184,,,RIVR,28,168.00,6,2.40,4.50,,,,VENT,CONC,CONC
BR065307:0051.67,R065307:0044.8,51673,Zambezia,BRDG,36.4692459106,-16.3729553223,,,RIVR,2,24.00,12,0.60,4.50,,,,,COTM,CONC
BR065307:0067.30,R065307:0058.0,67301,Zambezia,VENT,36.5659790039,-16.4029369354,,,RIVR,2,10.00,5,1.60,4.50,,,,VENT,CONC,CONC
BR065307:0070.96,R065307:0058.0,70961,Zambezia,BRDG,36.5964813232,-16.4091243744,,,STRM,2,16.00,8,1.20,4.00,,,,SLAB,CONC,CONC
BR065307:0082.06,R065307:0058.0,82061,Zambezia,BRDG,36.6898574829,-16.4245758057,,,STRM,2,10.00,5,0.80,5.00,,,,BEAM,CONC,CONC
BR065407:0006.31,R065407:0000.0,6307,Zambezia,VENT,37.1141624451,-16.0706233978,,,STRM,2,14.00,7,1.40,7.00,,,,VENT,CONC,CONC
BR065407:0007.27,R065407:0000.0,7270,Zambezia,BRDG,37.1124954224,-16.0783634186,,,RIVR,20,120.00,6,5.00,5.00,,,,BEAM,CONC,CONC
BR065407:0026.39,R065407:0019.4,26385,Zambezia,BRDG,36.9708595276,-16.0903205872,,,RIVR,5,30.00,6,2.50,5.00,,,,SLAB,CONC,CONC
BR065407:0033.22,R065407:0019.4,33218,Zambezia,VENT,36.9164123535,-16.0958042145,,,RIVR,15,75.00,5,3.50,5.00,,,,VENT,CONC,CONC
BR065407:0053.64,R065407:0019.4,53636,Zambezia,VENT,36.8762207031,-15.9853096008,,,RIVR,3,18.00,6,5.00,5.00,,,,VENT,CONC,GRAV
BR065407:0058.90,R065407:0057.6,58903,Zambezia,VENT,36.8571777344,-15.9517621994,,,STRM,4,20.00,5,2.40,5.00,,,,VENT,CONC,CONC
BR065407:0082.58,R065407:0075.0,82575,Zambezia,BRDG,36.8012390137,-15.7768211365,,,RIVR,1,20.00,20,2.60,6.00,,,,BAIL,STEL,STEL
BR065507:0015.73,R065507:0000.0,15732,Zambezia,BRDG,37.1625175476,-15.5390520096,,,RIVR,,25.00,,,4.00,,,,ARCH,STON,GRAV
BR065507:0029.09,R065507:0000.0,29089,Zambezia,BRDG,37.2596206665,-15.5325756073,,,STRM,1,10.00,10,1.50,5.00,,,,SLAB,CONC,CONC
BR065507:0035.79,R065507:0000.0,35788,Zambezia,BRDG,37.3166770935,-15.5155801773,,,STRM,2,16.00,8,1.50,5.00,0.50,,,SLAB,CONC,CONC
BR065507:0062.73,R065507:0035.8,62725,Zambezia,VENT,37.4935874939,-15.4059247971,,,STRM,2,16.00,8,1.60,4.00,,,,VENT,CONC,CONC
BR065607:0013.95,R065607:0000.0,13948,Zambezia,VENT,37.9919090271,-17.1269569397,,,STRM,4,16.00,4,1.30,4.00,,,,VENT,CONC,CONC
BR065607:0022.57,R065607:0000.0,22565,Zambezia,BRDG,37.9443244934,-17.065454483,,,STRM,3,12.00,4,1.10,4.00,,,,BEAM,CONC,CONC
BR065607:0030.98,R065607:0000.0,30982,Zambezia,BRDG,37.9041938782,-17.0092220306,,,STRM,3,15.00,5,1.40,3.50,,,,BEAM,CONC,CONC
BR065707:0018.16,R065707:0000.0,18157,Zambezia,BRDG,36.6422996521,-15.1839675903,,,RIVR,1,20.00,20,5.10,4.00,,,,BAIL,STEL,STEL
BR065807:0014.34,R065807:0000.0,14337,Zambezia,VENT,36.4124794006,-15.4545507431,,,STRM,,12.00,,,4.00,,,,VENT,CONC,CONC
BR065807:0019.32,R065807:0000.0,19323,Zambezia,BRDG,36.4526023865,-15.4340419769,,,RIVR,1,20.00,20,1.30,4.00,,,,BAIL,STEL,STEL
BR065807:0036.74,R065807:0026.4,36735,Zambezia,VENT,36.5949897766,-15.3877773285,,,STRM,,12.00,,,4.00,,,,VENT,CONC,CONC
BR110107:0014.01,R110107:0000.0,14011,Zambezia,BRDG,35.8170051575,-17.9081058502,,,RIVR,3,21.00,7,2.10,4.00,,,,BAIL,STEL,STEL
BR110107:0014.40,R110107:0000.0,14402,Zambezia,BRDG,35.8201942444,-17.9063301086,,,STRM,3,15.00,5,1.20,4.50,,,,SLAB,CONC,CONC
BR110207:0006.98,R110207:0000.0,6980,Zambezia,BRDG,36.8116989136,-15.6897392273,,,RIVR,3,33.00,11,1.20,4.00,,,,SLAB,CONC,CONC
BR110207:0008.18,R110207:0000.0,8180,Zambezia,VENT,36.8175430298,-15.6807355881,,,RIVR,1,10.00,10,4.00,4.00,,,,VENT,CONC,CONC
BR110207:0025.47,R110207:0018.8,25466,Zambezia,VENT,36.8727798462,-15.5504360199,,,STRM,,30.00,,2.00,5.00,,,,VENT,CONC,CONC
BR110207:0039.60,R110207:0018.8,39600,Zambezia,BRDG,36.8742866516,-15.4525632858,,,RIVR,,15.00,,2.50,5.00,,,,ARCH,COSN,CONC
BR110607:0042.98,R110607:0025.0,42976,Zambezia,BRDG,37.5041885376,-15.1298809052,,,STRM,2,10.00,5,1.70,3.50,,,,BEAM,CONC,CONC
BR110807:0002.30,R110807:0000.0,2302,Zambezia,BRDG,38.298992157,-16.8912258148,,,STRM,2,10.00,5,0.80,4.00,,,,SLAB,CONC,CONC
BR111207:0004.48,R111207:0000.0,4480,Zambezia,BRDG,35.381980896,-17.7545013428,,,STRM,2,10.00,5,1.20,4.00,,,,SLAB,CONC,CONC
BR111407:0011.46,R111407:0010.3,11464,Zambezia,BRDG,37.2572059631,-16.0070705414,,,STRM,2,8.00,4,1.40,5.00,,,,SLAB,CONC,CONC
BR111407:0036.60,R111407:0010.3,36604,Zambezia,BRDG,37.4330177307,-15.9653873444,,,STRM,1,24.00,24,1.60,4.00,,,,BAIL,STEL,STEL
BR111407:0040.59,R111407:0010.3,40591,Zambezia,BRDG,37.4560661316,-15.9456510544,,,RIVR,1,24.00,24,4.00,5.00,,,,BAIL,STEL,STEL
BR111407:0044.75,R111407:0010.3,44750,Zambezia,VENT,37.4913825989,-15.9443178177,,,STRM,2,14.00,7,1.60,5.00,,,,VENT,CONC,CONC
BR111507:0000.55,R111507:0000.0,552,Zambezia,BRDG,36.9762878418,-16.5865497589,,,RIVR,6,40.00,,10.00,3.50,,,,BAIL,COST,COST
BR111507:0013.56,R111507:0000.0,13555,Zambezia,BRDG,36.983581543,-16.4727497101,,,RIVR,3,36.00,12,1.20,4.00,0.50,,,SLAB,CONC,CONC
BR111507:0048.39,R111507:0000.0,48385,Zambezia,VENT,37.0069236755,-16.1996936798,,,STRM,2,16.00,8,1.50,4.00,,,,VENT,CONC,CONC
BR111507:0050.77,R111507:0000.0,50765,Zambezia,VENT,37.0072402954,-16.179977417,,,RIVR,12,120.00,10,2.10,6.00,,,,VENT,CONC,CONC
BR111607:0002.79,R111607:0000.0,2785,Zambézia,BRDG,37.0760917664,-17.7952594757,,,RIVR,1,36.60,3,3.80,4.20,0.00,,,STEL,STEL,STEL
BR111607:0003.18,R111607:0000.0,3175,Zambézia,BRDG,37.0797195435,-17.7959194183,,,RIVR,3,25.00,10,3.00,6.05,0.70,,,SLAB,CONC,ASPH
BR111707:0087.70,R111707:0070.5,87699,Zambezia,VENT,36.6659317017,-15.8671331406,,,STRM,,17.00,,5.00,4.00,,,,VENT,CONC,CONC
BR111807:0005.65,R111807:0000.0,5653,Zambezia,VENT,37.1272087097,-17.4576091766,,,STRM,,10.00,,,4.00,,,,VENT,CONC,CONC
BR111807:0005.85,R111807:0000.0,5852,Zambezia,BRDG,37.1283340454,-17.4560813904,,,STRM,,10.00,,,4.00,,,,SLAB,CONC,CONC
BR111907:0001.94,R111907:0000.0,1940,Zambezia,BRDG,36.9047622681,-17.8865795135,,,RIVR,1,60.00,60,1.20,4.00,,,,BAIL,STEL,STEL
BR111907:0003.62,R111907:0000.0,3620,Zambezia,BRDG,36.919002533,-17.892999649,,,RIVR,1,60.00,60,2.10,4.00,,,,BAIL,STEL,STEL
BR111907:0011.20,R111907:0000.0,11200,Zambezia,BRDG,36.9741783142,-17.9229736328,,,RIVR,1,30.00,30,1.20,4.00,,,,BAIL,STEL,STEL
BN001409:0510.55,N001409:0509.6,510545,Cabo Delgado,BRDG,38.8842506409,-13.218079567,,,RIVR,3,6.70,2,2.70,9.00,0.00,,,CULV,CONC,ASPH
BN000109:2303.48,N000109:2303.4,2303475,Cabo Delgado,BRDG,39.8426017761,-13.6813898087,,,RIVR,28,560.00,20,10.60,5.50,0.65,,,GIRD,CONC,ASPH
BN000109:2315.82,N000109:2309.3,2315823,Cabo Delgado,BRDG,39.8280181885,-13.5782604218,,,RIVR,1,8.00,8,3.50,6.00,0.50,,,SLAB,CONC,ASPH
BN000109:2316.21,N000109:2309.3,2316208,Cabo Delgado,BRDG,39.8259086609,-13.5755796432,,,RIVR,2,5.20,5.2,2.00,13.70,0.00,,,CULV,CONC,ASPH
BN000109:2318.42,N000109:2317.4,2318415,Cabo Delgado,BRDG,39.814239502,-13.5608596802,,,RIVR,5,115.00,23,10.10,6.00,0.00,,,GIRD,CONC,ASPH
BN000109:2325.67,N000109:2317.4,2325665,Cabo Delgado,BRDG,39.7828483582,-13.5100498199,,,RIVR,1,5.20,5.2,3.35,13.70,0.00,,,SLAB,CONC,ASPH
BN000109:2329.00,N000109:2317.4,2329000,Cabo Delgado,BRDG,39.7835388184,-13.480629921,,,RIVR,3,65.40,21.8,9.20,6.00,0.80,,,GIRD,CONC,ASPH
BN000109:2330.73,N000109:2317.4,2330730,Cabo Delgado,BRDG,39.7803497314,-13.4668598175,,,RIVR,2,6.40,3.2,2.60,13.70,0.00,,,CULV,CONC,ASPH
BN000109:2334.80,N000109:2317.4,2334795,Cabo Delgado,BRDG,39.7881698608,-13.4329204559,,,RIVR,1,10.90,10.9,6.00,6.10,0.00,,,SLAB,CONC,ASPH
BN000109:2352.80,N000109:2339.9,2352802,Cabo Delgado,BRDG,39.8124694824,-13.2962503433,,,RIVR,1,26.10,26.1,5.90,6.00,0.80,,,GIRD,CONC,ASPH
BN000109:2364.76,N000109:2339.9,2364757,Cabo Delgado,BRDG,39.8661193848,-13.2138500214,,,RIVR,7,87.50,12.5,10.30,7.10,1.05,,,GIRD,CONC,ASPH
BN000109:2419.40,N000109:2417.5,2419399,Cabo Delgado,BRDG,40.2220306396,-13.1441297531,,,RIVR,1,7.10,7.1,6.40,7.20,0.70,,,BEAM,CONC,ASPH
BN000109:2448.18,N000109:2443.3,2448177,Cabo Delgado,BRDG,40.4450111389,-13.0980300903,,,RIVR,3,64.80,21.6,7.90,7.20,1.00,,,GIRD,CONC,ASPH
BN000109:2451.31,N000109:2443.3,2451312,Cabo Delgado,BRDG,40.4680709839,-13.0981197357,,,RIVR,3,13.40,4.4,4.50,8.60,0.00,,,CULV,CONC,ASPH
BN038009:0010.87,N038009:0000.0,10865,Cabo Delgado,BRDG,39.962978363,-13.0124597549,,,RIVR,3,40.20,13.4,7.00,6.00,0.90,,,GIRD,CONC,ASPH
BN038009:0012.18,N038009:0000.0,12180,Cabo Delgado,BRDG,39.9559402466,-13.0030899048,,,RIVR,1,5.80,5.8,3.50,5.90,1.00,,,CULV,CONC,ASPH
BN038009:0019.38,N038009:0016.9,19380,Cabo Delgado,BRDG,39.9186401367,-12.9576997757,,,RIVR,1,8.60,8.6,4.80,6.00,0.85,,,GIRD,CONC,ASPH
BN038009:0062.17,N038009:0016.9,62170,Cabo Delgado,BRDG,40.021900177,-12.642539978,,,RIVR,8,194.00,24.25,9.20,6.00,0.80,,,GIRD,CONC,ASPH
BN038009:0064.94,N038009:0062.2,64938,Cabo Delgado,BRDG,40.0119781494,-12.6212997437,,,RIVR,1,6.80,6.8,3.20,6.00,0.80,,,SLAB,CONC,ASPH
BN038009:0067.07,N038009:0062.2,67073,Cabo Delgado,BRDG,40.1749992371,-12.6030101776,,,RIVR,,36.50,,3.80,4.30,0.00,,,STEL,STEL,STEL
BN038009:0079.95,N038009:0079.2,79948,Cabo Delgado,BRDG,40.0717697144,-12.5058202744,,,RIVR,2,9.00,4.5,6.10,5.90,0.90,,,CULV,CONC,ASPH
BN038009:0080.20,N038009:0079.2,80198,Cabo Delgado,BRDG,40.0732498169,-12.5040502548,,,RIVR,5,67.00,13.4,8.00,6.00,0.80,,,GIRD,CONC,ASPH
BN038009:0080.35,N038009:0079.2,80353,Cabo Delgado,BRDG,40.0739784241,-12.502869606,,,RIVR,2,8.90,4.45,7.30,6.00,0.90,,,SLAB,CONC,ASPH
BN038009:0085.04,N038009:0081.7,85042,Cabo Delgado,BRDG,40.0824813843,-12.4621801376,,,RIVR,2,11.00,5.5,5.30,6.00,0.80,,,CULV,CONC,ASPH
BN038009:0088.42,N038009:0081.7,88417,Cabo Delgado,BRDG,40.0961990356,-12.4355602264,,,RIVR,2,11.00,5.5,6.30,6.00,0.85,,,CULV,CONC,ASPH
BN038009:0088.77,N038009:0081.7,88772,Cabo Delgado,BRDG,40.097618103,-12.4327201843,,,RIVR,3,40.20,13.4,6.90,6.00,0.80,,,GIRD,CONC,ASPH
BN038009:0101.57,N038009:0100.0,101572,Cabo Delgado,BRDG,40.1710891724,-12.3527402878,,,RIVR,2,11.00,5.5,6.40,6.00,0.80,,,CULV,CONC,ASPH
BN038009:0110.65,N038009:0104.8,110651,Cabo Delgado,BRDG,40.1857910156,-12.2837095261,,,RIVR,2,8.90,4.45,4.20,6.00,0.80,,,CULV,CONC,ASPH
BN038009:0119.51,N038009:0118.5,119508,Cabo Delgado,BRDG,40.1373596191,-12.2262496948,,,RIVR,2,5.60,2.8,3.00,7.20,0.00,,,CULV,CONC,ASPH
BN038009:0131.23,N038009:0118.5,131233,Cabo Delgado,BRDG,40.1206512451,-12.1370897293,,,RIVR,1,33.80,33.8,5.40,4.20,0.00,,,STEL,STEL,STEL
BN038009:0133.01,N038009:0118.5,133013,Cabo Delgado,BRDG,40.1136016846,-12.122469902,,,RIVR,2,7.30,3.65,5.50,7.60,0.00,,,CULV,CONC,ASPH
BN038009:0150.13,N038009:0118.5,150128,Cabo Delgado,BRDG,40.1321983337,-11.9887199402,,,RIVR,1,14.60,14.6,5.20,7.00,0.70,,,GIRD,CONC,ASPH
BN038009:0152.73,N038009:0118.5,152728,Cabo Delgado,BRDG,40.1201400757,-11.9695501328,,,RIVR,2,7.40,3.7,3.00,6.95,0.00,,,CULV,CONC,ASPH
BN038009:0164.31,N038009:0156.8,164308,Cabo Delgado,BRDG,40.1099281311,-11.8678703308,,,RIVR,2,8.80,4.4,5.70,6.10,0.90,,,CULV,CONC,ASPH
BN038009:0165.22,N038009:0156.8,165223,Cabo Delgado,BRDG,40.1090812683,-11.8596601486,,,RIVR,4,5.00,1,2.40,7.30,1.00,,,VENT,CONC,ASPH
BN038009:0166.35,N038009:0156.8,166353,Cabo Delgado,BRDG,40.1064910889,-11.8498401642,,,RIVR,9,48.80,,5.80,4.00,0.00,,,STEL,STEL,STEL
BN038009:0166.85,N038009:0166.4,166854,Cabo Delgado,BRDG,41.0397491455,-11.8462295532,,,RIVR,5,153.10,30.6,6.10,6.00,0.90,,,GIRD,STEL,STEL
BN038009:0167.15,N038009:0166.4,167154,Cabo Delgado,BRDG,40.1041297913,-11.8436803818,,,RIVR,8,74.70,,6.40,4.00,0.00,,,STEL,CONC,ASPH
BN038009:0168.25,N038009:0166.4,168254,Cabo Delgado,BRDG,40.0961685181,-11.8384799957,,,RIVR,4,5.40,1,2.20,7.50,0.60,,,VENT,CONC,ASPH
BN038009:0170.59,N038009:0166.4,170594,Cabo Delgado,BRDG,40.7336997986,-11.8296604156,,,RIVR,1,24.40,24.4,4.70,4.30,0.00,,,STEL,STEL,STEL
BN038009:0188.32,N038009:0180.3,188317,Cabo Delgado,BRDG,40.0126914978,-11.7363004684,,,RIVR,1,11.00,11,4.80,6.00,0.80,,,GIRD,CONC,ASPH
BN038009:0203.80,N038009:0180.3,203797,Cabo Delgado,BRDG,40.015209198,-11.6362495422,,,RIVR,8,44.80,5.6,6.00,6.10,0.00,,,STEL,CONC,ASPH
BN038009:0204.27,N038009:0204.2,204271,Cabo Delgado,BRDG,40.0174293518,-11.6357898712,,,RIVR,1,20.10,20.1,7.00,3.50,0.00,,,BEAM,CONC,ASPH
BN038009:0208.69,N038009:0204.2,208691,Cabo Delgado,BRDG,40.0419006348,-11.606300354,,,RIVR,2,5.80,2.9,3.10,7.80,0.00,,,CULV,CONC,ASPH
BN038009:0217.80,N038009:0204.2,217801,Cabo Delgado,BRDG,40.0318412781,-11.5343704224,,,RIVR,1,24.50,24.5,6.30,4.30,0.00,,,STEL,STEL,STEL
BN038009:0245.33,N038009:0220.6,245326,Cabo Delgado,BRDG,40.2100601196,-11.39523983,,,RIVR,1,16.90,16.9,7.50,9.30,1.10,,,BEAM,CONC,ASPH
BR069809:0176.09,R069809:0165.1,176087,Cabo Delgado,BRDG,38.8053817749,-13.9663076401,,,STRM,,,,,,,,,,,
BR069809:0282.72,R069809:0274.5,282723,Cabo Delgado,BRDG,38.9791984558,-13.0592241287,,,STRM,5,100.00,20,10.00,5.50,2.00,,,GIRD,CONC,CONC
BR069809:0297.74,R069809:0293.9,297742,Cabo Delgado,VENT,38.9771118164,-12.9287872314,,,STRM,2,10.00,5,1.50,4.00,,,,SLAB,CONC,CONC
BR069809:0334.67,R069809:0293.9,334670,Cabo Delgado,VENT,39.0044746399,-12.6056852341,,,STRM,2,10.00,5,3.00,4.00,,,,SLAB,CONC,CONC
BR069809:0338.98,R069809:0293.9,338982,Cabo Delgado,VENT,39.0007362366,-12.5689411163,,,STRM,12,60.00,5,3.00,3.00,2.00,,,SLAB,CONC,CONC
BR069809:0363.17,R069809:0293.9,363174,Cabo Delgado,BRDG,38.9938659668,-12.3789825439,,,STRM,1,6.00,6,2.50,3.50,,,,BEAM,CONC,CONC
BR069809:0393.80,R069809:0293.9,393795,Cabo Delgado,BRDG,39.1456642151,-12.1916980743,,,STRM,1,5.00,5,2.00,3.00,,,,CULV,CONC,CONC
BR069809:0407.81,R069809:0293.9,407808,Cabo Delgado,BRDG,39.2141342163,-12.0928373337,,,STRM,1,54.00,54,5.00,4.00,,,,BAIL,STEL,STEL
BR069809:0508.22,R069809:0498.3,508223,Cabo Delgado,BRDG,39.792301178,-11.5807695389,,,RIVR,2,8.00,4,3.55,7.10,0.80,,,SLAB,CONC,ASPH
BR076009:0097.19,R076009:0085.6,97191,Cabo Delgado,VENT,39.268787384,-13.4347629547,,,STRM,,8.00,,1.50,4.00,,,,VENT,CONC,CONC
BR076009:0145.22,R076009:0097.8,145224,Cabo Delgado,VENT,39.6920661926,-13.3968725204,,,STRM,,10.00,,2.00,4.00,,,,VENT,CONC,CONC
BR076009:0153.19,R076009:0097.8,153193,Cabo Delgado,VENT,39.7640762329,-13.3882627487,,,STRM,,8.00,,2.00,4.00,,,,VENT,CONC,CONC
BR076009:0163.33,R076009:0156.1,163332,Cabo Delgado,VENT,39.8580513,-13.3788433075,,,STRM,,15.00,,2.00,4.00,,,,VENT,CONC,CONC
BR076009:0169.94,R076009:0156.1,169938,Cabo Delgado,VENT,39.9162864685,-13.3744487762,,,STRM,,15.00,,3.00,4.00,,,,VENT,CONC,CONC
BR076009:0173.49,R076009:0156.1,173487,Cabo Delgado,BRDG,39.9478225708,-13.3772392273,,,STRM,,8.00,,1.50,4.00,,,,SLAB,CONC,CONC
BR076009:0273.97,R076009:0269.7,273965,Cabo Delgado,BRDG,40.5309524536,-13.3132648468,,,STRM,3,12.00,4,1.00,5.00,,,,SLAB,CONC,CONC
BR076009:0280.87,R076009:0269.7,280868,Cabo Delgado,VENT,40.5440635681,-13.2546615601,,,STRM,2,10.00,5,1.30,4.00,,,,VENT,CONC,CONC
BR076009:0288.45,R076009:0269.7,288454,Cabo Delgado,BRDG,40.5530586243,-13.1877622604,,,STRM,2,12.00,6,1.50,4.00,,,,SLAB,CONC,CONC
BR076109:0009.54,R076109:0000.0,9544,Cabo Delgado,BRDG,39.8082771301,-13.004281044,,,STRM,2,10.00,5,2.10,5.00,,,,SLAB,CONC,CONC
BR076209:0006.34,R076209:0000.0,6337,Cabo Delgado,BRDG,40.3926391602,-13.0268993378,,,RIVR,1,30.00,30,2.20,4.00,,,,BAIL,STEL,STEL
BR076209:0010.32,R076209:0000.0,10318,Cabo Delgado,BRDG,40.3860321045,-12.9925193787,,,RIVR,3,25.50,8.5,1.80,4.00,,,,SLAB,CONC,CONC
BR076209:0024.20,R076209:0012.6,24199,Cabo Delgado,BRDG,40.341835022,-12.8979997635,,,RIVR,2,17.00,8.5,3.20,4.00,,,,GIRD,COST,CONC
BR076209:0064.82,R076209:0041.6,64817,Cabo Delgado,VENT,40.4215583801,-12.5853719711,,,STRM,,15.00,,,4.00,,,,VENT,CONC,CONC
BR076209:0067.70,R076209:0041.6,67703,Cabo Delgado,BRDG,40.4213752747,-12.5594539642,,,RIVR,2,60.00,30,1.20,4.00,,,,BAIL,STEL,STEL
BR076209:0218.59,R076209:0214.5,218587,Cabo Delgado,BRDG,40.3222999573,-11.3387699127,,,RIVR,2,6.50,3.25,3.00,8.90,0.00,,,CULV,CONC,ASPH
BR076209:0244.91,R076209:0230.3,244913,Cabo Delgado,BRDG,40.3242301941,-11.1562700272,,,RIVR,1,12.20,12.2,4.70,8.15,1.40,,,GIRD,CONC,ASPH
BR076209:0259.59,R076209:0249.9,259590,Cabo Delgado,BRDG,40.332611084,-11.0274200439,,,RIVR,1,12.00,12,1.00,9.10,1.50,,,GIRD,CONC,ASPH
BR076209:0289.43,R076209:0263.4,289433.5,Cabo Delgado,BRDG,40.4332504272,-10.7893695831,,,RIVR,1,12.10,12.1,5.30,9.20,1.50,,,GIRD,CONC,ASPH
BR076609:0030.43,R076609:0006.1,30432,Cabo Delgado,VENT,40.3022270203,-12.0921154022,,,STRM,,10.00,,,6.00,,,,VENT,CONC,CONC
BR076609:0049.91,R076609:0006.1,49911,Cabo Delgado,BRDG,40.4764099121,-12.0685434341,,,STRM,,8.00,,,5.00,,,,GIRD,CONC,CONC
BR076709:0139.72,R076709:0096.3,139720,Cabo Delgado,BRDG,40.0264434814,-12.4563617706,,,RIVR,1,30.00,30,2.40,5.00,,,,BAIL,STEL,STEL
BR125109:0004.38,R125109:0000.0,4385,Cabo Delgado,BRDG,38.5226898193,-11.4472303391,,,STRM,3,5.50,1.5,1.80,9.95,0.00,,,VENT,CONC,ASPH
BR125109:0096.19,R125109:0064.2,96187,Cabo Delgado,BRDG,39.0933647156,-11.2849140167,,,STRM,1,6.00,6,2.50,4.00,,,,CULV,CONC,CONC
BR125109:0097.88,R125109:0064.2,97883,Cabo Delgado,BRDG,39.1079368591,-11.2850418091,,,STRM,1,6.00,6,2.00,4.00,,,,CULV,CONC,CONC
BR125109:0107.70,R125109:0064.2,107697,Cabo Delgado,BRDG,39.1820335388,-11.2636766434,,,RIVR,1,27.00,27,4.50,4.00,,,,BAIL,STEL,STEL
BR125209:0022.15,R125209:0000.0,22154,Cabo Delgado,BRDG,38.7335968018,-13.1466217041,,,RIVR,2,9.00,4.5,,4.00,,,,,CSAT,WOOD
BR126109:0023.97,R126109:0000.0,23970,Cabo Delgado,BRDG,39.4866104126,-13.6471414566,,,STRM,2,12.00,6,2.00,3.50,,,,SLAB,CONC,CONC
