Str_ID,Link_ID,From,Prov_Code,Str_Type,GPS_E,GPS_S,EndGPS_E,EndGPS_S,Obst_Type,Num_Spans,Over_Length,Span_Length,Clear_Soffit,Clear_Width,Walk_Width,Total_Width,Barrier_Height,Des_Type,Mat_Type,Surf_Type
BR120110:0051.30,R120110:0031.3,51295,Niassa,VENT,36.5765609741,-15.1740980148,,,STRM,,,,,4.00,,,,VENT,CONC,CONC
BR120710:0007.80,R120710:0000.0,7804,Niassa,BRDG,35.277431488,-13.8208637238,,,RIVR,2,14.00,7,1.50,5.00,,,,,CONC,CONC
BR120810:0016.74,R120810:0000.0,16741,Niassa,VENT,35.1015968323,-13.537115097,,,STRM,,,,,8.00,,,,VENT,CONC,CONC
BR120810:0016.79,R120810:0000.0,16792,Niassa,VENT,35.1019859314,-13.5370025635,,,STRM,,,,,7.00,,,,VENT,CONC,CONC
BR120910:0001.21,R120910:0000.0,1210,Niassa,BRDG,34.7801055908,-12.8781290054,,,STRM,4,20.00,5,2.50,5.00,,,,,CONC,CONC
BR120910:0002.46,R120910:0000.0,2460,Niassa,BRDG,34.7811508179,-12.8674650192,,,RIVR,,,,1.50,5.00,,,,,CONC,CONC
BR120910:0022.77,R120910:0016.2,22768,Niassa,BRDG,34.8344116211,-12.7179660797,,,STRM,4,24.00,6,2.50,4.00,,,,,CONC,CONC
BR121010:0003.49,R121010:0000.0,3493,Niassa,BRDG,34.802734375,-12.6597719193,,,RIVR,2,14.00,7,1.50,8.00,,,,,CONC,CONC
BR121210:0000.01,R121210:0000.0,10,Niassa,BRDG,35.9042778015,-14.3438911438,,,RIVR,27,81.00,3,2.00,4.00,,,,,CONC,CONC
BR121210:0000.21,R121210:0000.0,211,Niassa,VENT,35.9040184021,-14.3420391083,,,STRM,,,,1.50,,,,,VENT,CONC,CONC
BR121210:0000.31,R121210:0000.0,312,Niassa,VENT,35.9043159485,-14.3412313461,,,RIVR,,26.00,,,6.00,,,,VENT,CONC,CONC
BR121210:0000.34,R121210:0000.0,342,Niassa,BRDG,35.9044647217,-14.3410224915,,,RIVR,8,24.00,3,2.00,4.00,,,,,CONC,CONC
BR121210:0000.62,R121210:0000.0,623,Niassa,BRDG,35.9057502747,-14.3389091492,,,RIVR,4,12.00,3,3.00,4.00,,,,,CONC,CONC
BR121210:0000.66,R121210:0000.0,664,Niassa,BRDG,35.9056587219,-14.3385982513,,,STRM,,,,1.50,,,,,SLAB,CONC,CONC
BR121210:0000.68,R121210:0000.0,684,Niassa,VENT,35.9056167603,-14.3383712769,,,STRM,,,,2.00,,,,,VENT,CONC,CONC
BR121210:0000.74,R121210:0000.0,744,Niassa,BRDG,35.905582428,-14.337887764,,,RIVR,4,24.00,6,3.20,4.00,,,,BEAM,CSAT,STWO
BR121210:0000.78,R121210:0000.0,784,Niassa,BRDG,35.9059677124,-14.3374032974,,,RIVR,10,30.00,3,2.00,4.00,,,,,CONC,CONC
BR121510:0070.81,R121510:0023.6,70811,Niassa,BRDG,35.4763565063,-11.7747173309,,,RIVR,1,45.00,45,2.50,3.50,,,,BAIL,STEL,STEL
BN000107:1403.07,N000107:1394.2,1403066,Zambézia,BRDG,35.4703216553,-17.7460193634,,,RIVR,1,20.10,20.1,5.20,7.50,0.95,,,GIRD,CONC,ASPH
BN000107:1406.43,N000107:1394.2,1406431,Zambézia,BRDG,35.5013694763,-17.7452507019,,,RIVR,1,11.00,11,6.40,7.35,0.85,,,GIRD,CONC,ASPH
BN000107:1407.74,N000107:1394.2,1407736,Zambézia,BRDG,35.5132789612,-17.7464694977,,,RIVR,1,11.00,11,8.00,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1415.19,N000107:1394.2,1415186,Zambézia,BRDG,35.5779914856,-17.7348899841,,,RIVR,1,20.10,20.1,6.40,7.35,0.80,,,GIRD,CONC,ASPH
BN000107:1421.48,N000107:1394.2,1421481,Zambézia,BRDG,35.6325111389,-17.7284393311,,,RIVR,6,120.00,18.5,15.30,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1426.40,N000107:1394.2,1426396,Zambézia,BRDG,35.6634597778,-17.6973590851,,,RIVR,3,60.00,20,7.00,7.30,0.90,,,GIRD,CONC,ASPH
BN000107:1433.59,N000107:1432.8,1433590,Zambézia,BRDG,35.7209014893,-17.668050766,,,RIVR,1,11.10,11.1,6.20,7.40,0.85,,,SLAB,CONC,ASPH
BN000107:1437.04,N000107:1432.8,1437040,Zambézia,BRDG,35.7518501282,-17.6601390839,,,RIVR,2,40.00,20,9.20,7.30,0.80,,,GIRD,CONC,ASPH
BN000107:1442.15,N000107:1432.8,1442145,Zambézia,BRDG,35.789730072,-17.6330795288,,,RIVR,1,20.00,20,7.50,7.50,0.80,,,GIRD,CONC,ASPH
BN000107:1444.70,N000107:1432.8,1444695,Zambézia,BRDG,35.8104705811,-17.6282691956,,,RIVR,4,80.00,20,10.40,7.30,0.80,,,GIRD,CONC,ASPH
BN000107:1450.41,N000107:1432.8,1450405,Zambézia,BRDG,35.8533592224,-17.6042404175,,,RIVR,1,10.00,10,5.00,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1457.12,N000107:1432.8,1457115,Zambézia,BRDG,35.9140701294,-17.5932693481,,,RIVR,2,40.00,20,9.90,7.45,0.90,,,GIRD,CONC,ASPH
BN000107:1460.30,N000107:1432.8,1460295,Zambézia,BRDG,35.9432106018,-17.5940208435,,,RIVR,3,60.00,20,8.40,7.30,0.80,,,GIRD,CONC,ASPH
BN000107:1469.41,N000107:1432.8,1469405,Zambézia,BRDG,36.0207481384,-17.5661392212,,,RIVR,1,6.80,6.8,6.80,7.45,1.00,,,SLAB,CONC,ASPH
BN000107:1476.14,N000107:1432.8,1476135,Zambézia,BRDG,36.0813713074,-17.5621204376,,,RIVR,3,60.00,20,8.90,7.30,0.80,,,GIRD,CONC,ASPH
BN000107:1481.18,N000107:1432.8,1481175,Zambézia,BRDG,36.1264305115,-17.5550994873,,,RIVR,1,20.00,20,7.80,7.25,0.80,,,GIRD,CONC,ASPH
BN000107:1484.14,N000107:1432.8,1484140,Zambézia,BRDG,36.1517982483,-17.5442695618,,,RIVR,4,80.00,20,7.90,7.20,0.80,,,GIRD,CONC,ASPH
BN000107:1488.23,N000107:1432.8,1488230,Zambézia,BRDG,36.1879081726,-17.5335292816,,,RIVR,1,10.00,10,6.90,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1492.30,N000107:1432.8,1492300,Zambézia,BRDG,36.2210197449,-17.5155601501,,,RIVR,1,20.00,20,8.00,7.35,0.80,,,GIRD,CONC,ASPH
BN000107:1493.73,N000107:1432.8,1493725,Zambézia,BRDG,36.232749939,-17.5095405579,,,RIVR,1,11.20,11.2,4.90,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1498.64,N000107:1495.5,1498642,Zambézia,BRDG,36.2711982727,-17.5225028992,,,RIVR,28,336.00,16.5,8.00,7.00,0.50,,,SLAB,CONC,ASPH
BN000107:1512.81,N000107:1501.3,1512805,Zambézia,BRDG,36.4031600952,-17.5396995544,,,RIVR,1,24.50,24.5,8.50,7.20,0.80,,,GIRD,CONC,ASPH
BN000107:1525.17,N000107:1512.8,1525174,Zambézia,BRDG,36.5168304443,-17.5572299957,,,RIVR,3,13.80,3,8.00,7.20,7.00,,,CULV,CONC,ASPH
BN000107:1532.34,N000107:1512.8,1532339,Zambézia,BRDG,36.582649231,-17.5705299377,,,RIVR,2,30.00,15,5.20,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1536.46,N000107:1512.8,1536459,Zambézia,BRDG,36.6211090088,-17.574930191,,,RIVR,1,10.00,10,7.50,7.30,0.80,,,SLAB,CONC,ASPH
BN000107:1539.12,N000107:1538.5,1539123,Zambézia,BRDG,36.6461410522,-17.5763893127,,,RIVR,1,10.00,10,3.50,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1542.20,N000107:1538.5,1542198,Zambézia,BRDG,36.6750488281,-17.5776290894,,,RIVR,1,10.00,10,3.70,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1543.78,N000107:1538.5,1543783,Zambézia,BRDG,36.6899490356,-17.5778102875,,,RIVR,14,343.00,24.5,10.30,7.20,0.90,,,GIRD,CONC,ASPH
BN000107:1558.37,N000107:1557.6,1558373,Zambézia,BRDG,36.8115005493,-17.5887203217,,,RIVR,3,12.80,4.3,3.10,5.90,0.85,,,SLAB,CONC,ASPH
BN000107:1562.23,N000107:1557.6,1562228,Zambézia,BRDG,36.796131134,-17.5575008392,,,RIVR,2,9.50,4.25,1.60,4.30,6.70,,,CULV,CONC,ASPH
BN000107:1563.61,N000107:1557.6,1563608,Zambézia,BRDG,36.8050918579,-17.5485591888,,,RIVR,3,12.50,4,0.90,4.60,6.30,,,CULV,CONC,ASPH
BN000107:1566.48,N000107:1557.6,1566483,Zambézia,BRDG,36.8250694275,-17.5310707092,,,RIVR,2,9.10,4.5,0.70,3.20,6.00,,,CULV,CONC,ASPH
BN000107:1585.97,N000107:1572.3,1585967,Zambézia,BRDG,36.9917411804,-17.4933700562,,,STRM,7,30.30,4.4,3.50,6.45,0.00,,,CULV,CONC,ASPH
BN000107:1586.90,N000107:1572.3,1586902,Zambézia,BRDG,36.9999389648,-17.4908103943,,,RIVR,4,82.50,20.5,7.00,7.50,0.90,,,GIRD,CONC,ASPH
BN000107:1588.85,N000107:1572.3,1588852,Zambézia,BRDG,37.0169487,-17.4941196442,,,RIVR,3,13.00,4.1,3.50,7.40,0.00,,,CULV,STEl,STEl
BN000107:1589.65,N000107:1572.3,1589647,Zambézia,BRDG,37.0239295959,-17.4931907654,,,RIVR,3,55.50,17.5,6.50,7.50,0.70,,,SLAB,CONC,ASPH
BN000107:1628.45,N000107:1617.3,1628453,Zambézia,BRDG,36.9774589539,-17.1894893646,,,RIVR,3,75.50,25,6.00,7.50,0.90,,,SLAB,CONC,ASPH
BN000107:1633.75,N000107:1629.8,1633750,Zambézia,BRDG,36.9628410339,-17.1496295929,,,RIVR,1,11.60,11.6,3.80,7.55,0.85,,,GIRD,CONC,ASPH
BN000107:1634.88,N000107:1629.8,1634875,Zambézia,BRDG,36.9641189575,-17.1394996643,,,RIVR,1,11.40,11.4,5.30,7.50,0.85,,,GIRD,CONC,ASPH
BN000107:1637.66,N000107:1629.8,1637660,Zambézia,BRDG,36.9737091064,-17.1173000336,,,RIVR,3,75.00,24.7,7.60,7.55,0.80,,,GIRD,CONC,ASPH
BN000107:1641.76,N000107:1629.8,1641760,Zambézia,BRDG,36.9982910156,-17.0902099609,,,RIVR,1,20.80,20.8,9.30,7.50,0.85,,,GIRD,CONC,ASPH
BN000107:1643.31,N000107:1629.8,1643310,Zambézia,BRDG,36.9998588562,-17.0769996643,,,RIVR,3,75.00,25,10.50,7.50,1.90,,,GIRD,CONC,ASPH
BN000107:1656.32,N000107:1629.8,1656323,Zambézia,BRDG,36.9587097168,-16.972240448,,,RIVR,5,103.00,20.6,15.80,7.30,1.00,,,GIRD,CONC,ASPH
BN000107:1661.45,N000107:1629.8,1661453,Zambézia,BRDG,36.9407997131,-16.9296398163,,,STRM,1,20.50,20.5,5.60,7.50,0.90,,,GIRD,CONC,ASPH
BN000107:1663.03,N000107:1629.8,1663028,Zambézia,BRDG,36.9384002686,-16.9156303406,,,RIVR,2,50.00,25,9.00,7.20,1.00,,,GIRD,CONC,ASPH
BN000107:1666.48,N000107:1629.8,1666475,Zambézia,BRDG,36.9462814331,-16.8862895966,,,RIVR,4,21.60,4.5,5.00,7.20,0.95,,,CULV,CONC,ASPH
BN000107:1674.68,N000107:1670.5,1674677,Zambézia,BRDG,36.9885406494,-16.829120636,,,RIVR,8,315.00,,11.00,5.50,1.50,,,GIRD,CONC,ASPH
BN000107:1701.68,N000107:1680.6,1701679,Zambézia,BRDG,37.1261711121,-16.6300601959,,,RIVR,1,10.00,10,7.00,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1728.98,N000107:1713.0,1728975,Zambézia,BRDG,37.2040405273,-16.4143695831,,,RIVR,1,5.00,5,7.00,10.00,1.20,,,CULV,CONC,ASPH
BN000107:1733.61,N000107:1713.0,1733610,Zambézia,BRDG,37.2125511169,-16.3747291565,,,STRM,1,10.00,10,2.90,6.50,1.00,,,SLAB,CONC,ASPH
BN000107:1734.45,N000107:1713.0,1734445,Zambézia,BRDG,37.2121315002,-16.3674297333,,,RIVR,1,8.70,8.7,6.70,7.15,1.10,,,SLAB,CONC,ASPH
BN000107:1738.28,N000107:1738.3,1738275,Zambézia,BRDG,37.2087211609,-16.3349304199,,,RIVR,3,46.80,15.5,6.70,7.20,0.80,,,SLAB,CONC,ASPH
BN000107:1776.71,N000107:1771.4,1776706,Zambézia,BRDG,37.3997688293,-16.1320495605,,,RIVR,2,30.70,15.35,6.00,7.20,1.00,,,BEAM,CONC,ASPH
BN000107:1776.82,N000107:1771.4,1776816,Zambézia,BRDG,37.4004707336,-16.1313400269,,,RIVR,4,59.50,14.8,7.80,7.20,1.00,,,BEAM,CONC,ASPH
BN000107:1800.01,N000107:1771.4,1800011,Zambézia,BRDG,37.5216903687,-16.0028800964,,,RIVR,4,59.70,14.8,12.80,7.20,0.75,,,BEAM,CONC,ASPH
BN000107:1814.75,N000107:1808.1,1814752,Zambézia,BRDG,37.5577392578,-15.9335603714,,,RIVR,4,59.60,14.8,8.80,7.20,0.90,,,BEAM,CONC,ASPH
BN000107:1823.50,N000107:1808.1,1823497,Zambézia,BRDG,37.6185493469,-15.8955097198,,,RIVR,2,30.00,15,9.00,,0.90,,,BEAM,CONC,ASPH
BN000107:1842.65,N000107:1808.1,1842647,Zambézia,BRDG,37.6347618103,-15.746720314,,,RIVR,5,89.90,15.5,11.00,7.00,0.90,,,BEAM,CONC,ASPH
BN000107:1859.79,N000107:1858.0,1859794,Zambézia,BRDG,37.6988601685,-15.6423597336,,,RIVR,4,21.70,5,4.10,7.20,1.00,,,CULV,CONC,ASPH
BN000107:1860.94,N000107:1858.0,1860944,Zambézia,BRDG,37.7089195251,-15.6387195587,,,RIVR,5,90.00,20,11.60,7.20,0.90,,,BEAM,CONC,ASPH
BN000107:1882.09,N000107:1858.0,1882089,Zambézia,BRDG,37.8669013977,-15.656080246,,,RIVR,4,82.40,20.6,11.60,7.20,0.90,,,BEAM,CONC,ASPH
BN000107:1910.28,N000107:1898.1,1910284,Zambézia,BRDG,38.0934104919,-15.5608100891,,,RIVR,2,6.80,3.4,5.00,9.90,,,,CULV,CONC,ASPH
BN000107:1912.35,N000107:1898.1,1912354,Zambézia,BRDG,38.1088905334,-15.5504198074,,,RIVR,5,103.00,20.6,9.50,7.20,0.70,,,BEAM,CONC,ASPH
BN000107:1944.04,N000107:1928.8,1944043,Zambézia,BRDG,38.37292099,-15.5357503891,,,RIVR,1,5.20,5.2,5.50,9.70,0.00,,,CULV,CONC,ASPH
BN000107:1947.65,N000107:1928.8,1947653,Zambézia,BRDG,38.3909988403,-15.5623903275,,,RIVR,2,21.00,11,7.00,7.20,0.80,,,SLAB,CONC,ASPH
BN001007:0019.16,N001007:0008.3,19161,Zambézia,BRDG,36.911239624,-17.7378292084,,,RIVR,15,60.20,4,2.90,6.40,0.80,,,SLAB,CONC,ASPH
BN001007:0028.63,N001007:0008.3,28626,Zambézia,BRDG,36.8653411865,-17.665140152,,,RIVR,3,100.00,39.5,7.00,7.50,0.90,,,GIRD,CONC,ASPH
BN001107:0008.83,N001107:0000.0,8830,Zambezia,BRDG,36.9066009521,-17.1323757172,,,RIVR,1,20.00,20,1.40,5.00,,,,ARCH,CONC,CONC
BN001107:0022.26,N001107:0000.0,22260,Zambezia,BRDG,36.8382720947,-17.0550632477,,,RIVR,3,90.00,30,1.70,6.00,,,,GIRD,CONC,CONC
BN010307:0002.62,N010307:0000.0,2620,Zambézia,BRDG,37.1962394714,-16.3067092896,,,RIVR,3,35.30,11.5,11.00,6.00,0.80,,,SLAB,CONC,ASPH
BN010307:0009.36,N010307:0000.0,9355,Zambézia,BRDG,37.1768608093,-16.2586402893,,,RIVR,1,16.50,16.5,6.50,6.10,0.40,,,GIRD,CONC,ASPH
BN010307:0018.85,N010307:0000.0,18850,Zambézia,BRDG,37.1386489868,-16.1918907166,,,RIVR,10,92.00,9.2,8.40,3.20,0.70,,,GIRD,CONC,ASPH
BN010307:0035.98,N010307:0000.0,35975,Zambézia,BRDG,37.1697807312,-16.0624408722,,,RIVR,1,5.00,5,3.00,6.00,0.90,,,SLAB,CONC,ASPH
BN010307:0041.46,N010307:0039.6,41459,Zambézia,BRDG,37.1665687561,-16.0217399597,,,RIVR,1,5.20,5.2,4.40,6.00,0.80,,,SLAB,CONC,ASPH
BN010307:0044.35,N010307:0039.6,44349,Zambézia,BRDG,37.1580085754,-16.0013904572,,,RIVR,3,12.00,4,5.60,7.20,0.00,,,CULV,CONC,ASPH
BN010307:0044.40,N010307:0039.6,44399,Zambézia,BRDG,37.1576385498,-16.0010795593,,,RIVR,3,12.00,4,5.80,7.20,1.00,,,CULV,CONC,ASPH
BN010307:0044.45,N010307:0039.6,44448,Zambezia,BRDG,37.157409668,-16.0008010864,,,STRM,1,35.00,35,7.00,6.50,1.00,,,,CONC,ASPH
BN010307:0052.78,N010307:0039.6,52779,Zambézia,BRDG,37.1319999695,-15.939330101,,,RIVR,10,70.00,6,6.80,3.50,0.50,,,BEAM,CONC,ASPH
BN010307:0071.72,N010307:0039.6,71719,Zambézia,BRDG,38.2355003357,-15.804980278,,,RIVR,1,24.00,24,2.50,5.00,,,,BAIL,STEL,STEL
BN010307:0074.36,N010307:0039.6,74364,Zambézia,BRDG,37.1055107117,-15.7959804535,,,RIVR,4,36.90,9,6.30,3.50,0.60,,,BEAM,CONC,ASPH
BN010307:0090.97,N010307:0074.4,90972,Zambézia,BRDG,37.0891304016,-15.6794700623,,,RIVR,1,24.00,24,3.00,5.00,,,,BAIL,STEL,STEL
BN010307:0094.30,N010307:0074.4,94302,Zambézia,BRDG,37.0813598633,-15.6522397995,,,RIVR,,,,,,,,,,,
BN010307:0097.70,N010307:0074.4,97702,Zambézia,BRDG,37.0611610413,-15.6360197067,,,RIVR,1,10.00,10,8.00,9.00,2.00,,,SLAB,CONC,CONC
BN010307:0114.53,N010307:0109.7,114531,Zambézia,BRDG,37.0187492371,-15.5391702652,,,RIVR,1,16.50,16.5,6.30,6.10,0.50,,,GIRD,CONC,ASPH
BN010307:0121.38,N010307:0120.4,121384,Zambézia,BRDG,37.0026512146,-15.4867200851,,,RIVR,1,10.30,10.3,8.20,6.50,1.00,,,SLAB,CONC,ASPH
BN010307:0130.30,N010307:0120.4,130304,Zambézia,BRDG,36.9414100647,-15.4647798538,,,RIVR,3,34.00,20,6.00,3.50,0.50,,,GIRD,CONC,ASPH
BN010307:0135.49,N010307:0137.6,135494,Zambézia,BRDG,36.87733078,-15.4078903198,,,RIVR,,,,,,,,,,,
BN010307:0138.90,N010307:0137.6,138904,Zambézia,BRDG,36.8511695862,-15.3940696716,,,RIVR,2,9.00,4.5,3.30,8.60,0.90,,,CULV,CONC,CONC
BN010307:0141.36,N010307:0137.6,141359,Zambézia,BRDG,36.8315505981,-15.3832702637,,,RIVR,2,9.00,4.5,3.90,8.60,0.90,,,CULV,CONC,CONC
BN010307:0144.84,N010307:0137.6,144844,Zambézia,BRDG,36.8096694946,-15.361120224,,,RIVR,3,10.60,3.5,4.80,8.60,0.90,,,CULV,CONC,CONC
BN032107:0020.67,N032107:0000.0,20670,Zambézia,BRDG,36.8281097412,16.8522701263,,,RIVR,1,6.80,6.8,3.00,7.60,1.20,,,CULV,CONC,ASPH
BN032207:0290.58,N032207:0280.4,290577,Zambezia,BRDG,35.6059913635,-17.4143733978,,,RIVR,3,15.00,5,0.50,4.00,,,,BAIL,STEL,STEL
BN032307:0037.03,N032307:0024.3,37033,Zambezia,BRDG,38.4013519287,-15.8631467819,,,RIVR,15,75.00,5,1.80,4.50,,,,BEAM,COTM,WOOD
BN032307:0068.89,N032307:0024.3,68893,Zambezia,BRDG,38.3012657166,-15.6964673996,,,RIVR,6,48.00,8,2.80,4.00,,,,BEAM,COTM,WOOD
BN032307:0080.85,N032307:0024.3,80853,Zambezia,BRDG,38.2892303467,-15.6467466354,,,STRM,6,18.00,3,1.50,4.00,,,,SLAB,CONC,CONC
BN032407:0003.16,N032407:0000.0,3156,Zambezia,BRDG,37.0715103149,-17.2580680847,,,RIVR,4,60.00,15,2.30,6.00,1.00,,,GIRD,CONC,CONC
BN032407:0003.46,N032407:0000.0,3456,Zambezia,BRDG,37.0742721558,-17.2583293915,,,RIVR,15,150.00,10,3.20,6.00,1.00,,,GIRD,CONC,CONC
BN032407:0003.68,N032407:0000.0,3676,Zambezia,BRDG,37.0762290955,-17.2576255798,,,RIVR,10,340.00,34,1.80,6.00,1.00,,,GIRD,CONC,CONC
BN032407:0004.70,N032407:0000.0,4704,Zambezia,BRDG,37.0838127136,-17.2521114349,,,RIVR,4,88.00,22,6.00,6.00,1.00,,,GIRD,CONC,CONC
BN032407:0010.13,N032407:0005.1,10128,Zambezia,BRDG,37.133430481,-17.2435073853,,,RIVR,3,60.00,20,6.00,6.00,1.00,,,,CONC,CONC
BN032407:0018.64,N032407:0005.1,18644,Zambezia,BRDG,37.2127990723,-17.2473583221,,,STRM,1,20.00,20,5.00,4.00,,,,BAIL,STEL,STEL
BN032407:0036.39,N032407:0005.1,36388,Zambezia,BRDG,37.3651618958,-17.3057861328,,,RIVR,3,66.00,22,5.00,6.00,1.00,,,,CONC,CONC
BN032407:0057.58,N032407:0051.6,57582,Zambezia,BRDG,37.513469696,-17.2550868988,,,STRM,1,15.00,15,1.20,5.00,,,,BAIL,STEL,STEL
BN032407:0061.50,N032407:0051.6,61498,Zambezia,BRDG,37.5263519287,-17.2286949158,,,RIVR,1,30.00,30,1.10,4.00,,,,BAIL,STEL,STEL
BN032407:0061.70,N032407:0051.6,61697,Zambezia,BRDG,37.5280342102,-17.2279872894,,,RIVR,12,120.00,10,1.00,4.00,,,,,CONC,CONC
BN032407:0091.18,N032407:0051.6,91184,Zambezia,BRDG,37.6419181824,-17.0125350952,,,RIVR,7,56.00,8,2.50,4.00,1.00,,,GIRD,CONC,CONC
BN032407:0110.96,N032407:0051.6,110962,Zambezia,BRDG,37.7610816956,-16.9243507385,,,RIVR,10,120.00,12,2.80,6.00,,,,,CONC,CONC
BN032407:0113.50,N032407:0051.6,113496,Zambezia,BRDG,37.7716445923,-16.9102458954,,,RIVR,5,20.00,4,1.30,4.00,,,,SLAB,CONC,CONC
BN032407:0122.79,N032407:0117.8,122786,Zambezia,VENT,37.8319244385,-16.8928718567,,,RIVR,,180.00,,5.00,4.00,,,,VENT,CONC,CONC
BN032407:0143.19,N032407:0143.2,143188,Zambezia,BRDG,38.0027999878,-16.9251937866,,,RIVR,26,130.00,5,1.00,4.00,0.50,,,SLAB,CONC,CONC
BN032407:0143.99,N032407:0143.2,143991,Zambezia,BRDG,38.0084877014,-16.9265518188,,,RIVR,3,18.00,6,1.40,5.00,,,,SLAB,CONC,CONC
BN032407:0153.78,N032407:0145.7,153776,Zambezia,BRDG,38.0629272461,-16.9891376495,,,RIVR,2,30.00,15,1.50,4.00,,,,BAIL,STEL,STEL
BN032407:0171.77,N032407:0171.1,171769,Zambezia,BRDG,38.1520271301,-17.1150054932,,,RIVR,2,20.00,10,1.80,5.00,,,,SLAB,CONC,CONC
BN032407:0176.42,N032407:0171.1,176423,Zambezia,BRDG,38.1855049133,-17.0881671906,,,RIVR,10,60.00,6,1.50,5.00,,,,SLAB,CONC,CONC
BN032407:0184.73,N032407:0171.1,184731,Zambezia,BRDG,38.244846344,-17.0400791168,,,RIVR,5,50.00,10,2.10,6.00,0.50,,,,CONC,CONC
BN032407:0199.42,N032407:0171.1,199416,Zambezia,BRDG,38.2891311646,-16.9212818146,,,STRM,1,20.00,20,1.40,4.00,,,,BAIL,STEL,STEL
BN032407:0202.68,N032407:0171.1,202679,Zambezia,VENT,38.3008041382,-16.904838562,,,RIVR,6,360.00,60,1.40,5.00,,,,VENT,CONC,CONC
BN032407:0225.54,N032407:0206.3,225542,Zambezia,BRDG,38.4870948792,-16.8302555084,,,RIVR,11,110.00,10,1.00,4.00,,,,BAIL,STEL,STEL
BN032407:0228.36,N032407:0206.3,228362,Zambezia,BRDG,38.512260437,-16.8226947784,,,RIVR,1,30.00,30,1.20,4.00,,,,BAIL,STEL,STEL
BN032407:0240.38,N032407:0236.0,240378,Zambezia,BRDG,38.6197929382,-16.8175621033,,,RIVR,1,40.00,40,1.50,4.00,,,,BAIL,STEL,STEL
BN032407:0253.31,N032407:0236.0,253305,Zambezia,BRDG,38.7317008972,-16.8108444214,,,RIVR,2,15.00,7.5,1.40,4.00,,,,SLAB,CONC,CONC
BN032407:0276.51,N032407:0269.7,276512,Zambezia,BRDG,38.8684959412,-16.7752399445,,,STRM,3,21.00,7,1.50,5.00,,,,SLAB,COTM,COWO
BN032607:0065.97,N032607:0023.6,65970,Zambezia,BRDG,37.8731918335,-15.232585907,,,STRM,3,60.00,20,1.60,4.00,,,,BAIL,STEL,STEL
BR064007:0121.92,R064007:0106.8,121920,Zambézia,BRDG,35.722869873,-18.0591373444,,,RIVR,3,13.00,4.25,2.10,5.50,0.00,,,CULV,CONC,ASPH
BR064007:0125.99,R064007:0125.0,125990,Zambézia,BRDG,35.701499939,-17.9939498901,,,RIVR,1,49.00,49,6.40,3.60,0.00,,,STEL,STEL,STEL
BR064007:0127.24,R064007:0125.0,127240,Zambézia,BRDG,35.7071609497,-17.9845199585,,,RIVR,5,111.00,22.2,8.30,5.60,0.00,,,GIRD,CONC,ASPH
BR064007:0145.52,R064007:0128.3,145520,Zambézia,BRDG,35.7683792114,-17.8348808289,,,RIVR,5,11.70,2,2.80,6.10,0.00,,,VENT,CONC,ASPH
BR064007:0157.19,R064007:0128.3,157185,Zambézia,BRDG,35.7428512573,-17.7374591827,,,RIVR,5,22.60,4.5,2.60,3.60,0.00,,,CULV,CONC,CONC
BR064207:0010.05,R064207:0000.0,10045,Zambézia,BRDG,36.9835510254,-17.803440094,,,RIVR,2,8.00,4,1.69,6.30,0.00,,,SLAB,CONC,ASPH
BR064307:0001.87,R064307:0000.0,1874,Zambezia,BRDG,37.2503738403,-17.7091522217,,,STRM,3,30.00,10,0.80,4.00,,,,SLAB,CONC,CONC
BR064307:0021.92,R064307:0000.0,21922,Zambezia,BRDG,37.1768455505,-17.5866756439,,,STRM,1,10.00,10,2.10,4.00,,,,BAIL,STEL,STEL
BR064307:0021.93,R064307:0000.0,21932,Zambezia,VENT,37.1766891479,-17.5865898132,,,STRM,,10.00,,,4.00,,,,VENT,CONC,CONC
BR064307:0027.82,R064307:0000.0,27823,Zambezia,BRDG,37.1319007874,-17.5559673309,,,STRM,,10.00,,,3.50,,,,SLAB,CONC,CONC
BR064307:0039.44,R064307:0034.6,39435,Zambezia,BRDG,37.0627593994,-17.5140628815,,,RIVR,1,40.00,40,2.50,3.50,,,,BAIL,STEL,STEL
BR064407:0010.50,R064407:0000.0,10498,Zambezia,BRDG,37.3652534485,-17.3904705048,,,RIVR,1,24.00,24,1.20,4.00,,,,BAIL,STEL,STEL
BR064407:0011.67,R064407:0000.0,11672,Zambezia,BRDG,37.3719406128,-17.3823318481,,,STRM,2,10.00,5,2.20,5.00,,,,SLAB,CONC,CONC
BR064507:0020.81,R064507:0000.0,20810,Zambezia,BRDG,37.55519104,-17.4131221771,,,RIVR,1,60.00,60,1.20,4.00,,,,BAIL,STEL,STEL
BR064507:0029.55,R064507:0000.0,29551,Zambezia,BRDG,37.5199050903,-17.3444366455,,,RIVR,1,24.00,24,1.40,4.00,,,,BAIL,STEL,STEL
